Address2,original_index,unique_index,count
empty,0,0,1000
empty,1,0,1000
empty,2,0,1000
empty,3,0,1000
empty,4,0,1000
empty,5,0,1000
empty,6,0,1000
empty,7,0,1000
empty,8,0,1000
empty,9,0,1000
empty,10,0,1000
empty,11,0,1000
empty,12,0,1000
empty,13,0,1000
empty,14,0,1000
empty,15,0,1000
empty,16,0,1000
empty,17,0,1000
empty,18,0,1000
empty,19,0,1000
empty,20,0,1000
empty,21,0,1000
empty,22,0,1000
empty,23,0,1000
empty,24,0,1000
empty,25,0,1000
empty,26,0,1000
empty,27,0,1000
empty,28,0,1000
empty,29,0,1000
empty,30,0,1000
empty,31,0,1000
empty,32,0,1000
empty,33,0,1000
empty,34,0,1000
empty,35,0,1000
empty,36,0,1000
empty,37,0,1000
empty,38,0,1000
empty,39,0,1000
empty,40,0,1000
empty,41,0,1000
empty,42,0,1000
empty,43,0,1000
empty,44,0,1000
empty,45,0,1000
empty,46,0,1000
empty,47,0,1000
empty,48,0,1000
empty,49,0,1000
empty,50,0,1000
empty,51,0,1000
empty,52,0,1000
empty,53,0,1000
empty,54,0,1000
empty,55,0,1000
empty,56,0,1000
empty,57,0,1000
empty,58,0,1000
empty,59,0,1000
empty,60,0,1000
empty,61,0,1000
empty,62,0,1000
empty,63,0,1000
empty,64,0,1000
empty,65,0,1000
empty,66,0,1000
empty,67,0,1000
empty,68,0,1000
empty,69,0,1000
empty,70,0,1000
empty,71,0,1000
empty,72,0,1000
empty,73,0,1000
empty,74,0,1000
empty,75,0,1000
empty,76,0,1000
empty,77,0,1000
empty,78,0,1000
empty,79,0,1000
empty,80,0,1000
empty,81,0,1000
empty,82,0,1000
empty,83,0,1000
empty,84,0,1000
empty,85,0,1000
empty,86,0,1000
empty,87,0,1000
empty,88,0,1000
empty,89,0,1000
empty,90,0,1000
empty,91,0,1000
empty,92,0,1000
empty,93,0,1000
empty,94,0,1000
empty,95,0,1000
empty,96,0,1000
empty,97,0,1000
empty,98,0,1000
empty,99,0,1000
empty,100,0,1000
empty,101,0,1000
empty,102,0,1000
empty,103,0,1000
empty,104,0,1000
empty,105,0,1000
empty,106,0,1000
empty,107,0,1000
empty,108,0,1000
empty,109,0,1000
empty,110,0,1000
empty,111,0,1000
empty,112,0,1000
empty,113,0,1000
empty,114,0,1000
empty,115,0,1000
empty,116,0,1000
empty,117,0,1000
empty,118,0,1000
empty,119,0,1000
empty,120,0,1000
empty,121,0,1000
empty,122,0,1000
empty,123,0,1000
empty,124,0,1000
empty,125,0,1000
empty,126,0,1000
empty,127,0,1000
empty,128,0,1000
empty,129,0,1000
empty,130,0,1000
empty,131,0,1000
empty,132,0,1000
empty,133,0,1000
empty,134,0,1000
empty,135,0,1000
empty,136,0,1000
empty,137,0,1000
empty,138,0,1000
empty,139,0,1000
empty,140,0,1000
empty,141,0,1000
empty,142,0,1000
empty,143,0,1000
empty,144,0,1000
empty,145,0,1000
empty,146,0,1000
empty,147,0,1000
empty,148,0,1000
empty,149,0,1000
empty,150,0,1000
empty,151,0,1000
empty,152,0,1000
empty,153,0,1000
empty,154,0,1000
empty,155,0,1000
empty,156,0,1000
empty,157,0,1000
empty,158,0,1000
empty,159,0,1000
empty,160,0,1000
empty,161,0,1000
empty,162,0,1000
empty,163,0,1000
empty,164,0,1000
empty,165,0,1000
empty,166,0,1000
empty,167,0,1000
empty,168,0,1000
empty,169,0,1000
empty,170,0,1000
empty,171,0,1000
empty,172,0,1000
empty,173,0,1000
empty,174,0,1000
empty,175,0,1000
empty,176,0,1000
empty,177,0,1000
empty,178,0,1000
empty,179,0,1000
empty,180,0,1000
empty,181,0,1000
empty,182,0,1000
empty,183,0,1000
empty,184,0,1000
empty,185,0,1000
empty,186,0,1000
empty,187,0,1000
empty,188,0,1000
empty,189,0,1000
empty,190,0,1000
empty,191,0,1000
empty,192,0,1000
empty,193,0,1000
empty,194,0,1000
empty,195,0,1000
empty,196,0,1000
empty,197,0,1000
empty,198,0,1000
empty,199,0,1000
empty,200,0,1000
empty,201,0,1000
empty,202,0,1000
empty,203,0,1000
empty,204,0,1000
empty,205,0,1000
empty,206,0,1000
empty,207,0,1000
empty,208,0,1000
empty,209,0,1000
empty,210,0,1000
empty,211,0,1000
empty,212,0,1000
empty,213,0,1000
empty,214,0,1000
empty,215,0,1000
empty,216,0,1000
empty,217,0,1000
empty,218,0,1000
empty,219,0,1000
empty,220,0,1000
empty,221,0,1000
empty,222,0,1000
empty,223,0,1000
empty,224,0,1000
empty,225,0,1000
empty,226,0,1000
empty,227,0,1000
empty,228,0,1000
empty,229,0,1000
empty,230,0,1000
empty,231,0,1000
empty,232,0,1000
empty,233,0,1000
empty,234,0,1000
empty,235,0,1000
empty,236,0,1000
empty,237,0,1000
empty,238,0,1000
empty,239,0,1000
empty,240,0,1000
empty,241,0,1000
empty,242,0,1000
empty,243,0,1000
empty,244,0,1000
empty,245,0,1000
empty,246,0,1000
empty,247,0,1000
empty,248,0,1000
empty,249,0,1000
empty,250,0,1000
empty,251,0,1000
empty,252,0,1000
empty,253,0,1000
empty,254,0,1000
empty,255,0,1000
empty,256,0,1000
empty,257,0,1000
empty,258,0,1000
empty,259,0,1000
empty,260,0,1000
empty,261,0,1000
empty,262,0,1000
empty,263,0,1000
empty,264,0,1000
empty,265,0,1000
empty,266,0,1000
empty,267,0,1000
empty,268,0,1000
empty,269,0,1000
empty,270,0,1000
empty,271,0,1000
empty,272,0,1000
empty,273,0,1000
empty,274,0,1000
empty,275,0,1000
empty,276,0,1000
empty,277,0,1000
empty,278,0,1000
empty,279,0,1000
empty,280,0,1000
empty,281,0,1000
empty,282,0,1000
empty,283,0,1000
empty,284,0,1000
empty,285,0,1000
empty,286,0,1000
empty,287,0,1000
empty,288,0,1000
empty,289,0,1000
empty,290,0,1000
empty,291,0,1000
