,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
0,0,0,0,Proc R Soc Med,0,0035-9157 (Print) 0035-9157,0,0,1/1/71,1187-9,"{""A. G. Parks"",""J. F. McPartlin""}"
1,0,0,0,The Journal of infectious diseases,0,0,0,0,0,0,"{""Valentina A Volchkova"",""Jaroslav Vorac"",""Philip Lawrence"",""Laurie Repiquet-Paire"",""Viktor E Volchkov""}"
2,0,0,0,Indian journal of ophthalmology,0,0,0,0,0,0,"{""Jitendra Jethani"",""Shashikant Shetty"",""Sucheta Parija"",""P Vijayalakshmi""}"
3,0,0,0,0,0,0,0,0,0,"714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]-","{""G. Jakiel"",""K. Gorzelnik"",""J. G. Zimowski"",""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski"",""J. Bijok""}"
4,0,0,0,0,0,0,0,0,0,0,"{""Lauren C Pinter-Brown""}"
5,0,0,0,0,0,0,0,0,0,0,"{""C. L. Romano"",""G. Mineo"",""C. Bonora"",""D. Romano""}"
6,0,0,0,0,British medical bulletin,0,0,0,0,0,"{""B N Prichard"",""J W Black""}"
7,0,0,English; ABSTRACT LANGUAGE:English,0,0,0,0,0,0,43-49,0
8,0,0,0,0,0,0,0,0,0,0,"{""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""C. Burt"",""R. C. Bryer""}"
9,0,0,0,0,0,0,0,0,0,0,"{""K. Fleming"",""K. Donato"",""K. Leszczynski""}"
10,0,0,0,0,0,0,0,0,0,0,"{""J. L. Li"",""P. Newcomb""}"
11,0,0,0,0,0,0,0,0,0,0,"{""Yang M"",""Li J"",""Li Y"",""Zhou M"",""Yang H"",""Shi X"",""Li X"",""Yuan H""}"
12,0,0,0,0,0,0001-6349 (Print) 0001-6349,0,0,0,0,0
