Address3,City,original_index,unique_index,count
empty,birmingham,0,0,75
empty,birmingham,1,0,75
empty,birmingham,2,0,75
empty,birminghxm,3,1,1
empty,birmingham,4,0,75
empty,birmingham,5,0,75
empty,birmingham,6,0,75
empty,birmingxam,7,2,1
empty,sheffield,8,3,24
empty,sheffield,9,3,24
empty,sheffxeld,10,4,1
empty,sheffield,11,3,24
empty,sheffield,12,3,24
empty,sheffield,13,3,24
empty,sheffield,14,3,24
empty,sheffield,15,3,24
empty,sheffield,16,3,24
empty,sheffield,17,3,24
empty,sheffield,18,3,24
empty,dothan,19,5,42
empty,dothan,20,5,42
empty,dothan,21,5,42
empty,dothan,22,5,42
empty,dothan,23,5,42
empty,dothan,24,5,42
empty,dothan,25,5,42
empty,dothan,26,5,42
empty,dothan,27,5,42
empty,dothan,28,5,42
empty,dothan,29,5,42
empty,dothan,30,5,42
empty,dothan,31,5,42
empty,dothan,32,5,42
empty,dothan,33,5,42
empty,dothan,34,5,42
empty,dothan,35,5,42
empty,dothan,36,5,42
empty,dothan,37,5,42
empty,dothan,38,5,42
empty,dothan,39,5,42
empty,dothan,40,5,42
empty,dothan,41,5,42
empty,dothan,42,5,42
empty,dothan,43,5,42
empty,boaz,44,6,24
empty,boaz,45,6,24
empty,boaz,46,6,24
empty,boaz,47,6,24
empty,boaz,48,6,24
empty,boaz,49,6,24
empty,boaz,50,6,24
empty,boaz,51,6,24
empty,boaz,52,6,24
empty,boaz,53,6,24
empty,boaz,54,6,24
empty,boaz,55,6,24
empty,boxz,56,7,1
empty,boaz,57,6,24
empty,boaz,58,6,24
empty,boaz,59,6,24
empty,boaz,60,6,24
empty,boaz,61,6,24
empty,boaz,62,6,24
empty,boaz,63,6,24
empty,boaz,64,6,24
empty,boaz,65,6,24
empty,boaz,66,6,24
empty,boaz,67,6,24
empty,boaz,68,6,24
empty,florence,69,8,22
empty,florence,70,8,22
empty,florence,71,8,22
empty,florence,72,8,22
empty,florence,73,8,22
empty,florence,74,8,22
empty,florence,75,8,22
empty,florence,76,8,22
empty,florence,77,8,22
empty,florence,78,8,22
empty,fxorence,79,9,1
empty,florence,80,8,22
empty,florence,81,8,22
empty,florence,82,8,22
empty,florence,83,8,22
empty,florence,84,8,22
empty,florence,85,8,22
empty,florence,86,8,22
empty,florence,87,8,22
empty,florxncx,88,10,1
empty,florence,89,8,22
empty,florence,90,8,22
empty,florence,91,8,22
empty,florence,92,8,22
empty,flxrence,93,11,1
empty,opp,94,12,25
empty,opp,95,12,25
empty,opp,96,12,25
empty,opp,97,12,25
empty,opp,98,12,25
empty,opp,99,12,25
empty,opp,100,12,25
empty,opp,101,12,25
empty,opp,102,12,25
empty,opp,103,12,25
empty,opp,104,12,25
empty,opp,105,12,25
empty,opp,106,12,25
empty,opp,107,12,25
empty,opp,108,12,25
empty,opp,109,12,25
empty,opp,110,12,25
empty,opp,111,12,25
empty,opp,112,12,25
empty,opp,113,12,25
empty,opp,114,12,25
empty,opp,115,12,25
empty,opp,116,12,25
empty,opp,117,12,25
empty,opp,118,12,25
empty,luverne,119,13,25
empty,luverne,120,13,25
empty,luverne,121,13,25
empty,luverne,122,13,25
empty,luverne,123,13,25
empty,luverne,124,13,25
empty,luverne,125,13,25
empty,luverne,126,13,25
empty,luverne,127,13,25
empty,luverne,128,13,25
empty,luverne,129,13,25
empty,luverne,130,13,25
empty,luverne,131,13,25
empty,luverne,132,13,25
empty,luverne,133,13,25
empty,luverne,134,13,25
empty,luverne,135,13,25
empty,luverne,136,13,25
empty,luverne,137,13,25
empty,luverne,138,13,25
empty,luverne,139,13,25
empty,luverne,140,13,25
empty,luverne,141,13,25
empty,luverne,142,13,25
empty,luverne,143,13,25
empty,hartselle,144,14,25
empty,hartselle,145,14,25
empty,hartselle,146,14,25
empty,hartselle,147,14,25
empty,hartselle,148,14,25
empty,hartselle,149,14,25
