CountyName,original_index,unique_index
jefferson,0,0
jefferson,1,0
jefferson,2,0
jefferson,3,0
jefferson,4,0
jefferson,5,0
jefferson,6,0
jefferson,7,0
jefferson,8,0
jefferson,9,0
jefferson,10,0
jefferson,11,0
jefferson,12,0
jefferson,13,0
jefferson,14,0
jefferson,15,0
jefferson,16,0
jefferson,17,0
jefferson,18,0
houston,19,1
houston,20,1
houston,21,1
houston,22,1
houston,23,1
houston,24,1
houston,25,1
houston,26,1
houston,27,1
houston,28,1
houston,29,1
houston,30,1
houston,31,1
houston,32,1
houston,33,1
houston,34,1
houston,35,1
houston,36,1
houston,37,1
houston,38,1
houston,39,1
houston,40,1
houston,41,1
houston,42,1
houston,43,1
marshall,44,2
marshall,45,2
marshall,46,2
marshall,47,2
marshall,48,2
marshall,49,2
marshall,50,2
marshall,51,2
marshall,52,2
marshall,53,2
marshall,54,2
marshall,55,2
marshall,56,2
marshall,57,2
marshall,58,2
marshall,59,2
marshall,60,2
marshall,61,2
marshall,62,2
marshall,63,2
marshall,64,2
marshall,65,2
marshall,66,2
mxrshxll,67,3
marshall,68,2
lauderdale,69,4
lauderdale,70,4
lauderdale,71,4
laudxrdalx,72,5
lauderdale,73,4
lauderdale,74,4
lauderdale,75,4
lauderdale,76,4
laudexdale,77,6
lauderdale,78,4
lauderdale,79,4
lauderdale,80,4
lauderdale,81,4
lauderdale,82,4
lauderdale,83,4
lauderdale,84,4
lauderdale,85,4
lauderdale,86,4
lauderdale,87,4
lauderdale,88,4
lauderdale,89,4
lauderdale,90,4
lauderdale,91,4
lauderdale,92,4
lauderdale,93,4
covington,94,7
covington,95,7
covington,96,7
covington,97,7
covington,98,7
covington,99,7
covington,100,7
covington,101,7
covington,102,7
covington,103,7
covington,104,7
covington,105,7
covington,106,7
covington,107,7
covington,108,7
covington,109,7
covington,110,7
covington,111,7
covington,112,7
covington,113,7
covington,114,7
covington,115,7
covington,116,7
covington,117,7
covington,118,7
crenshaw,119,8
crenshaw,120,8
crenshaw,121,8
crenshaw,122,8
crenshaw,123,8
crenshaw,124,8
crenshaw,125,8
crenshaw,126,8
crenshaw,127,8
crenshaw,128,8
crenshaw,129,8
crenshaw,130,8
crenshaw,131,8
crenshaw,132,8
crenshaw,133,8
crenshaw,134,8
crenshaw,135,8
crxnshaw,136,9
crenshaw,137,8
crenshaw,138,8
crenshaw,139,8
crenshaw,140,8
crenshaw,141,8
crenshaw,142,8
crenshaw,143,8
morgan,144,10
morgan,145,10
morgan,146,10
morgan,147,10
morgan,148,10
morgan,149,10
morgan,150,10
morgan,151,10
morgan,152,10
morgan,153,10
morgan,154,10
morgan,155,10
morgan,156,10
morgan,157,10
morgan,158,10
morgan,159,10
morgan,160,10
morgan,161,10
morgan,162,10
morgan,163,10
morgan,164,10
morgan,165,10
morgan,166,10
morgan,167,10
morgan,168,10
marshall,169,2
marshall,170,2
marshall,171,2
marshall,172,2
marshall,173,2
marshall,174,2
marshall,175,2
marshall,176,2
marshall,177,2
marshall,178,2
marshall,179,2
marshall,180,2
marshall,181,2
marshall,182,2
marshall,183,2
marshall,184,2
marshall,185,2
marshall,186,2
marshall,187,2
marshall,188,2
marshall,189,2
marshall,190,2
marshall,191,2
marshall,192,2
marshall,193,2
jefferson,194,0
jefferson,195,0
jefferson,196,0
jefferson,197,0
jefferson,198,0
jefferson,199,0
jefferson,200,0
jefferson,201,0
jefferson,202,0
jefferson,203,0
jefferson,204,0
jefferson,205,0
jefferson,206,0
jefferson,207,0
jefferson,208,0
jefferson,209,0
jefferson,210,0
jefferson,211,0
jefferson,212,0
jefferson,213,0
jefferson,214,0
jefferson,215,0
jeffersxn,216,11
jefferson,217,0
jefferson,218,0
de kalb,219,12
de kalb,220,12
dx kalb,221,13
de kalb,222,12
xe kalb,223,14
de kalb,224,12
de kalb,225,12
de kalb,226,12
dx kalb,227,13
de kalb,228,12
de kalb,229,12
de kalb,230,12
de kalb,231,12
de kalb,232,12
de kalb,233,12
de kalb,234,12
de kalb,235,12
de kalb,236,12
de kalb,237,12
xe kalb,238,14
de kalb,239,12
de kalb,240,12
de kalb,241,12
de kalb,242,12
de kalb,243,12
clarke,244,15
clarke,245,15
clarke,246,15
clarke,247,15
clarke,248,15
clarke,249,15
clarke,250,15
clarke,251,15
xlarke,252,16
clarke,253,15
clarke,254,15
clarke,255,15
clarke,256,15
clarke,257,15
clarke,258,15
clarke,259,15
clarke,260,15
clarke,261,15
clarke,262,15
clarke,263,15
clarke,264,15
clarke,265,15
clarke,266,15
clarke,267,15
clarke,268,15
shelby,269,17
shelby,270,17
shelby,271,17
shelby,272,17
shelby,273,17
shelby,274,17
shelby,275,17
shelby,276,17
shelby,277,17
shelby,278,17
shelby,279,17
shelby,280,17
shelby,281,17
shelby,282,17
shelby,283,17
shelby,284,17
shelby,285,17
shelby,286,17
shelby,287,17
shelby,288,17
shelby,289,17
shelby,290,17
shelby,291,17
shelby,292,17
shelby,293,17
jefferson,294,0
jefferson,295,0
jefferson,296,0
jefferson,297,0
jefferson,298,0
jefferson,299,0
jefferson,300,0
jefferson,301,0
jefferson,302,0
jefferson,303,0
jefferson,304,0
jefferson,305,0
jefferson,306,0
jefferson,307,0
jefferson,308,0
jefferson,309,0
jefferson,310,0
calhoun,311,18
calhoxn,312,19
calhoun,313,18
calhoun,314,18
calhoun,315,18
calhoun,316,18
calhoun,317,18
calhoun,318,18
calhoun,319,18
calhoun,320,18
calhoun,321,18
calhoun,322,18
calhoun,323,18
caxhoun,324,20
calhoun,325,18
calhoun,326,18
calhoun,327,18
calhoun,328,18
calhoun,329,18
calhoun,330,18
houston,331,1
houston,332,1
houston,333,1
houston,334,1
houston,335,1
houston,336,1
houston,337,1
houston,338,1
houston,339,1
houston,340,1
houston,341,1
houston,342,1
houston,343,1
houston,344,1
houston,345,1
housxon,346,21
houston,347,1
jefferson,348,0
jefferson,349,0
jefferson,350,0
jefferson,351,0
jefferson,352,0
morgan,353,10
marion,354,22
marion,355,22
marion,356,22
marion,357,22
marion,358,22
marion,359,22
marion,360,22
marion,361,22
marion,362,22
marion,363,22
marion,364,22
marion,365,22
marion,366,22
marion,367,22
marion,368,22
marion,369,22
marion,370,22
marion,371,22
marion,372,22
marion,373,22
marion,374,22
marion,375,22
marion,376,22
marion,377,22
marion,378,22
mobile,379,23
mobile,380,23
mobile,381,23
mobile,382,23
mobile,383,23
mobile,384,23
mobile,385,23
mobile,386,23
mobile,387,23
mobile,388,23
mobile,389,23
mobile,390,23
mobile,391,23
autauga,392,24
autauga,393,24
autauga,394,24
autauga,395,24
autauga,396,24
autauga,397,24
autauga,398,24
autauga,399,24
autauga,400,24
autauga,401,24
autauga,402,24
autauga,403,24
autauga,404,24
autauga,405,24
autauga,406,24
autauga,407,24
autauga,408,24
autauga,409,24
autauga,410,24
autauga,411,24
franklin,412,25
franklin,413,25
talladega,414,26
tallaxega,415,27
talladega,416,26
talladega,417,26
talladega,418,26
talladega,419,26
talladega,420,26
talladega,421,26
talladega,422,26
talladega,423,26
talladega,424,26
talladega,425,26
talladega,426,26
talladega,427,26
talladega,428,26
talladega,429,26
talladega,430,26
talladega,431,26
anchorage,432,28
anchorage,433,28
anchorage,434,28
anchorage,435,28
anchorage,436,28
anchorage,437,28
anchorage,438,28
anchorage,439,28
anchorage,440,28
anchorage,441,28
anchorage,442,28
anchorage,443,28
anchorage,444,28
anchorage,445,28
anchorage,446,28
anchorage,447,28
anchorage,448,28
anchorage,449,28
bethel,450,29
bethel,451,29
jefferson,452,0
jefferson,453,0
jefferson,454,0
jefferson,455,0
jxffxrson,456,30
xefferson,457,31
jefferson,458,0
jefferson,459,0
jefferson,460,0
jefferson,461,0
jefferson,462,0
jefferson,463,0
jefferson,464,0
jexxerson,465,32
dale,466,33
dale,467,33
dale,468,33
dale,469,33
dale,470,33
dale,471,33
dale,472,33
dale,473,33
dale,474,33
dale,475,33
dale,476,33
dale,477,33
dale,478,33
dale,479,33
dale,480,33
dale,481,33
dale,482,33
dale,483,33
dale,484,33
dale,485,33
dale,486,33
dale,487,33
dale,488,33
dale,489,33
dale,490,33
cherokee,491,34
cherokee,492,34
cherokee,493,34
cherokee,494,34
cherokee,495,34
cherokee,496,34
cherokee,497,34
cherokee,498,34
cherokee,499,34
cherokee,500,34
cherokee,501,34
chxrokxx,502,35
cherokee,503,34
cherokee,504,34
cherokee,505,34
cherokee,506,34
cherokee,507,34
cherokee,508,34
cherokee,509,34
cherokee,510,34
cherokee,511,34
cherokee,512,34
chxrokxx,513,35
cherokee,514,34
cherokee,515,34
montgomery,516,36
montgomery,517,36
montgomery,518,36
montgomery,519,36
montgomery,520,36
montgomery,521,36
montgomery,522,36
montgomery,523,36
montgomery,524,36
montgomery,525,36
montgomery,526,36
monxgomery,527,37
montgomery,528,36
montgomery,529,36
montgomery,530,36
montgomery,531,36
montgomery,532,36
montgomery,533,36
montgomery,534,36
montgomery,535,36
montgomery,536,36
montgomery,537,36
montgomery,538,36
montgomery,539,36
montgomexy,540,38
montgomery,541,36
montgomery,542,36
montgomery,543,36
montgomery,544,36
montgomery,545,36
montgomery,546,36
montgomery,547,36
montgomery,548,36
montgomery,549,36
