column_1,column_2,column_1_name,column_2_name,dependency
1,2,src,flight,"The text in the second column appears to identify the flight route entry shown in the third column; both rows share the same route-style code while the first column changes to different source/site labels, suggesting the route code determines the flight route meaning."
2,3,flight,sched_dep_time,"The flight route/code string appears to determine the scheduled and actual timing fields: a single airline-flight-origin-destination pattern is associated with departure, departure delay/actual departure, arrival, and arrival delay timestamps."
2,4,flight,act_dep_time,"The flight route/code string appears to determine the scheduled and actual timing fields: a single airline-flight-origin-destination pattern is associated with departure, departure delay/actual departure, arrival, and arrival delay timestamps."
2,5,flight,sched_arr_time,"The flight route/code string appears to determine the scheduled and actual timing fields: a single airline-flight-origin-destination pattern is associated with departure, departure delay/actual departure, arrival, and arrival delay timestamps."
2,6,flight,act_arr_time,"The flight route/code string appears to determine the scheduled and actual timing fields: a single airline-flight-origin-destination pattern is associated with departure, departure delay/actual departure, arrival, and arrival delay timestamps."
3,4,sched_dep_time,act_dep_time,"The time-related fields appear dependent on one another syntactically: one pair uses compact date-time strings (time plus month/day), while the other pair uses more readable clock times, suggesting they represent corresponding scheduled and actual times for the same trip."
3,5,sched_dep_time,sched_arr_time,"The time-related fields appear dependent on one another syntactically: one pair uses compact date-time strings (time plus month/day), while the other pair uses more readable clock times, suggesting they represent corresponding scheduled and actual times for the same trip."
3,6,sched_dep_time,act_arr_time,"The time-related fields appear dependent on one another syntactically: one pair uses compact date-time strings (time plus month/day), while the other pair uses more readable clock times, suggesting they represent corresponding scheduled and actual times for the same trip."
4,5,act_dep_time,sched_arr_time,"The time-related fields appear dependent on one another syntactically: one pair uses compact date-time strings (time plus month/day), while the other pair uses more readable clock times, suggesting they represent corresponding scheduled and actual times for the same trip."
4,6,act_dep_time,act_arr_time,"The time-related fields appear dependent on one another syntactically: one pair uses compact date-time strings (time plus month/day), while the other pair uses more readable clock times, suggesting they represent corresponding scheduled and actual times for the same trip."
5,6,sched_arr_time,act_arr_time,"The time-related fields appear dependent on one another syntactically: one pair uses compact date-time strings (time plus month/day), while the other pair uses more readable clock times, suggesting they represent corresponding scheduled and actual times for the same trip."
