id,original_index,unique_index,count
235295,0,0,1
498345,1,1,1
789958,2,2,1
169865,3,3,1
803653,4,4,1
98234,5,5,1
823730,6,6,1
729712,7,7,1
396821,8,8,1
340222,9,9,1
184417,10,10,1
729686,11,11,1
278396,12,12,1
965082,13,13,1
53321,14,14,1
13601,15,15,1
668310,16,16,1
282987,17,17,1
478292,18,18,1
43736,19,19,1
82614,20,20,1
163526,21,21,1
514411,22,22,1
569841,23,23,1
6207,24,24,1
21910,25,25,1
378490,26,26,1
971878,27,27,1
793918,28,28,1
819166,29,29,1
880881,30,30,1
629530,31,31,1
954388,32,32,1
379737,33,33,1
676042,34,34,1
353972,35,35,1
968125,36,36,1
660168,37,37,1
732534,38,38,1
473026,39,39,1
372175,40,40,1
110072,41,41,1
330553,42,42,1
23215,43,43,1
719532,44,44,1
86421,45,45,1
433667,46,46,1
530323,47,47,1
102893,48,48,1
864817,49,49,1
217725,50,50,1
730822,51,51,1
659297,52,52,1
42247,53,53,1
302969,54,54,1
158672,55,55,1
616298,56,56,1
221086,57,57,1
548616,58,58,1
669596,59,59,1
474288,60,60,1
108424,61,61,1
841679,62,62,1
173830,63,63,1
852927,64,64,1
237623,65,65,1
912884,66,66,1
318931,67,67,1
93659,68,68,1
349150,69,69,1
572010,70,70,1
826030,71,71,1
34962,72,72,1
574309,73,73,1
200077,74,74,1
421512,75,75,1
715052,76,76,1
172966,77,77,1
140274,78,78,1
282039,79,79,1
835177,80,80,1
519732,81,81,1
761104,82,82,1
408062,83,83,1
889481,84,84,1
894596,85,85,1
604985,86,86,1
220950,87,87,1
770196,88,88,1
914468,89,89,1
346326,90,90,1
612846,91,91,1
282053,92,92,1
870257,93,93,1
417578,94,94,1
949067,95,95,1
931323,96,96,1
752456,97,97,1
377284,98,98,1
420138,99,99,1
444273,100,100,1
816680,101,101,1
491006,102,102,1
628299,103,103,1
72089,104,104,1
847287,105,105,1
764224,106,106,1
591619,107,107,1
125072,108,108,1
255432,109,109,1
689284,110,110,1
781141,111,111,1
148787,112,112,1
779281,113,113,1
684757,114,114,1
447382,115,115,1
585766,116,116,1
185291,117,117,1
886237,118,118,1
954493,119,119,1
922646,120,120,1
843485,121,121,1
668845,122,122,1
863844,123,123,1
946006,124,124,1
36429,125,125,1
259367,126,126,1
977276,127,127,1
369578,128,128,1
772616,129,129,1
334681,130,130,1
757463,131,131,1
465176,132,132,1
368072,133,133,1
812893,134,134,1
380945,135,135,1
513829,136,136,1
862798,137,137,1
316632,138,138,1
38413,139,139,1
595469,140,140,1
49698,141,141,1
900624,142,142,1
246528,143,143,1
347144,144,144,1
957059,145,145,1
269313,146,146,1
267879,147,147,1
224232,148,148,1
62306,149,149,1
182986,150,150,1
663994,151,151,1
520771,152,152,1
754594,153,153,1
817046,154,154,1
736183,155,155,1
963532,156,156,1
131820,157,157,1
704093,158,158,1
912377,159,159,1
203935,160,160,1
68354,161,161,1
259916,162,162,1
199407,163,163,1
790756,164,164,1
592893,165,165,1
232775,166,166,1
631610,167,167,1
901298,168,168,1
456691,169,169,1
429995,170,170,1
709359,171,171,1
690938,172,172,1
910604,173,173,1
730191,174,174,1
42135,175,175,1
835178,176,176,1
335521,177,177,1
22708,178,178,1
704111,179,179,1
804762,180,180,1
657210,181,181,1
431896,182,182,1
490584,183,183,1
929252,184,184,1
821382,185,185,1
961741,186,186,1
925885,187,187,1
717315,188,188,1
967781,189,189,1
928952,190,190,1
225002,191,191,1
550350,192,192,1
622979,193,193,1
501663,194,194,1
48738,195,195,1
