Address3,ZipCode,original_index,unique_index,count
empty,35233,0,0,48
empty,35233,1,0,48
empty,35233,2,0,48
empty,35233,3,0,48
empty,35233,4,0,48
empty,35233,5,0,48
empty,35233,6,0,48
empty,35233,7,0,48
empty,35660,8,1,25
empty,35660,9,1,25
empty,35660,10,1,25
empty,35660,11,1,25
empty,35660,12,1,25
empty,35660,13,1,25
empty,35660,14,1,25
empty,35660,15,1,25
empty,35660,16,1,25
empty,35660,17,1,25
empty,35660,18,1,25
empty,36302,19,2,25
empty,36302,20,2,25
empty,36302,21,2,25
empty,36302,22,2,25
empty,36302,23,2,25
empty,36302,24,2,25
empty,36302,25,2,25
empty,36302,26,2,25
empty,36302,27,2,25
empty,36302,28,2,25
empty,36302,29,2,25
empty,36302,30,2,25
empty,36302,31,2,25
empty,36302,32,2,25
empty,36302,33,2,25
empty,36302,34,2,25
empty,36302,35,2,25
empty,36302,36,2,25
empty,36302,37,2,25
empty,36302,38,2,25
empty,36302,39,2,25
empty,36302,40,2,25
empty,36302,41,2,25
empty,36302,42,2,25
empty,36302,43,2,25
empty,x5957,44,3,1
empty,35957,45,4,23
empty,35957,46,4,23
empty,35957,47,4,23
empty,35957,48,4,23
empty,35957,49,4,23
empty,35957,50,4,23
empty,35957,51,4,23
empty,35957,52,4,23
empty,35957,53,4,23
empty,35957,54,4,23
empty,35957,55,4,23
empty,35957,56,4,23
empty,35957,57,4,23
empty,35957,58,4,23
empty,35957,59,4,23
empty,35957,60,4,23
empty,35957,61,4,23
empty,35957,62,4,23
empty,3595x,63,5,1
empty,35957,64,4,23
empty,35957,65,4,23
empty,35957,66,4,23
empty,35957,67,4,23
empty,35957,68,4,23
empty,35631,69,6,23
empty,3563x,70,7,2
empty,35631,71,6,23
empty,35631,72,6,23
empty,35631,73,6,23
empty,35631,74,6,23
empty,35631,75,6,23
empty,35631,76,6,23
empty,35631,77,6,23
empty,35631,78,6,23
empty,35631,79,6,23
empty,35631,80,6,23
empty,35631,81,6,23
empty,35631,82,6,23
empty,35631,83,6,23
empty,35631,84,6,23
empty,35631,85,6,23
empty,35631,86,6,23
empty,35631,87,6,23
empty,35631,88,6,23
empty,35631,89,6,23
empty,35631,90,6,23
empty,35631,91,6,23
empty,35631,92,6,23
empty,3563x,93,7,2
empty,36467,94,8,25
empty,36467,95,8,25
empty,36467,96,8,25
empty,36467,97,8,25
empty,36467,98,8,25
empty,36467,99,8,25
empty,36467,100,8,25
empty,36467,101,8,25
empty,36467,102,8,25
empty,36467,103,8,25
empty,36467,104,8,25
empty,36467,105,8,25
empty,36467,106,8,25
empty,36467,107,8,25
empty,36467,108,8,25
empty,36467,109,8,25
empty,36467,110,8,25
empty,36467,111,8,25
empty,36467,112,8,25
empty,36467,113,8,25
empty,36467,114,8,25
empty,36467,115,8,25
empty,36467,116,8,25
empty,36467,117,8,25
empty,36467,118,8,25
empty,36049,119,9,23
empty,36049,120,9,23
empty,36049,121,9,23
empty,36049,122,9,23
empty,36049,123,9,23
empty,36049,124,9,23
empty,36049,125,9,23
empty,36049,126,9,23
empty,36049,127,9,23
empty,36049,128,9,23
empty,36049,129,9,23
empty,36049,130,9,23
empty,36049,131,9,23
empty,36049,132,9,23
empty,36049,133,9,23
empty,36049,134,9,23
empty,36049,135,9,23
empty,36049,136,9,23
empty,36x49,137,10,1
empty,36049,138,9,23
empty,360x9,139,11,1
empty,36049,140,9,23
empty,36049,141,9,23
empty,36049,142,9,23
empty,36049,143,9,23
empty,35640,144,12,23
empty,35640,145,12,23
empty,35640,146,12,23
empty,35640,147,12,23
empty,35640,148,12,23
empty,3x640,149,13,2
empty,35640,150,12,23
empty,35640,151,12,23
empty,35640,152,12,23
empty,35640,153,12,23
empty,35640,154,12,23
empty,35640,155,12,23
empty,35640,156,12,23
empty,3x640,157,13,2
empty,35640,158,12,23
empty,35640,159,12,23
empty,35640,160,12,23
empty,35640,161,12,23
empty,35640,162,12,23
empty,35640,163,12,23
empty,35640,164,12,23
empty,35640,165,12,23
empty,35640,166,12,23
empty,35640,167,12,23
empty,35640,168,12,23
empty,35976,169,14,25
empty,35976,170,14,25
empty,35976,171,14,25
empty,35976,172,14,25
empty,35976,173,14,25
empty,35976,174,14,25
empty,35976,175,14,25
empty,35976,176,14,25
empty,35976,177,14,25
empty,35976,178,14,25
empty,35976,179,14,25
empty,35976,180,14,25
empty,35976,181,14,25
empty,35976,182,14,25
empty,35976,183,14,25
empty,35976,184,14,25
empty,35976,185,14,25
empty,35976,186,14,25
empty,35976,187,14,25
empty,35976,188,14,25
empty,35976,189,14,25
empty,35976,190,14,25
empty,35976,191,14,25
empty,35976,192,14,25
empty,35976,193,14,25
empty,35235,194,15,24
empty,35235,195,15,24
empty,3x23x,196,16,1
empty,35235,197,15,24
empty,35235,198,15,24
empty,35235,199,15,24
empty,35235,200,15,24
empty,35235,201,15,24
empty,35235,202,15,24
empty,35235,203,15,24
empty,35235,204,15,24
empty,35235,205,15,24
empty,35235,206,15,24
empty,35235,207,15,24
empty,35235,208,15,24
empty,35235,209,15,24
empty,35235,210,15,24
empty,35235,211,15,24
empty,35235,212,15,24
empty,35235,213,15,24
empty,35235,214,15,24
empty,35235,215,15,24
empty,35235,216,15,24
empty,35235,217,15,24
empty,35235,218,15,24
empty,35968,219,17,24
empty,35968,220,17,24
empty,35968,221,17,24
empty,35968,222,17,24
empty,35968,223,17,24
empty,35968,224,17,24
empty,35968,225,17,24
empty,35968,226,17,24
empty,35968,227,17,24
empty,35968,228,17,24
empty,35968,229,17,24
empty,35968,230,17,24
empty,35968,231,17,24
empty,359x8,232,18,1
empty,35968,233,17,24
empty,35968,234,17,24
empty,35968,235,17,24
empty,35968,236,17,24
empty,35968,237,17,24
empty,35968,238,17,24
empty,35968,239,17,24
empty,35968,240,17,24
empty,35968,241,17,24
empty,35968,242,17,24
empty,35968,243,17,24
empty,36784,244,19,24
empty,36784,245,19,24
empty,36784,246,19,24
empty,36784,247,19,24
empty,36784,248,19,24
empty,36784,249,19,24
empty,36784,250,19,24
empty,36784,251,19,24
empty,36784,252,19,24
