sched_arr_time,act_arr_time,original_index,unique_index
9:40 a.m.,9:32 a.m.,0,0
10:30 p.m.,,1,1
7:25 p.m.,,2,2
9:25 a.m.,9:28 a.m.,3,3
2:45 p.m.,2:50 p.m.,4,4
12/02/2011 6:55 a.m.,,5,5
9:55 a.m.,9:45 a.m.,6,6
7:55 p.m.,7:39 p.m.,7,7
3:50 p.m.,4:09 p.m.,8,8
9:20 a.m.,9:05 a.m.,9,9
2:20 p.m.,1:40 p.m.,10,10
11:05 a.m.,11:01 a.m.,11,11
12:10 p.m.,11:56 a.m.,12,12
8:00 a.m.,8:06 a.m.,13,13
2:35 p.m.,3:30 p.m.,14,14
12:35 p.m.,1:27 p.m.,15,15
2:00 p.m.,2:10 p.m.,16,16
11:10 a.m.,11:06 a.m.,17,17
7:45 a.m.,7:40 a.m.,18,18
2:25 p.m.,2:27 p.m.,19,19
2:45 p.m.,2:46 p.m.,20,20
4:00 p.m.,3:33 p.m.,21,21
10:35 a.m.,10:36 a.m.,22,22
9:10 p.m.,8:53 p.m.,23,23
3:15 p.m.,3:16 p.m.,24,24
7:30 a.m.,7:51 a.m.,25,25
9:35 a.m.,9:31 a.m.,26,26
8:05 p.m.,7:55 p.m.,27,27
9:45 p.m.,9:53 p.m.,28,28
2:59 p.m.,3:04 p.m.,29,29
12:55 p.m.,12:50 p.m.,30,30
12/02/2011 5:50 a.m.,,31,31
12/02/2011 12:15 a.m.,,32,32
11:50 p.m.,,33,33
10:34 a.m.,10:04 a.m.,34,34
11:50 a.m.,11:44 a.m.,35,35
3:50 p.m.,,36,36
9:20 p.m.,,37,37
4:05 p.m.,3:43 p.m.,38,38
5:55 p.m.,5:43 p.m.,39,39
11:35 a.m.,11:06 a.m.,40,40
2:15 p.m.,1:43 p.m.,41,41
2:35 p.m.,3:13 p.m.,42,42
10:40 a.m.,10:16 a.m.,43,43
6:30 p.m.,6:43 p.m.,44,44
5:25 p.m.,4:56 p.m.,45,45
6:40 p.m.,6:15 p.m.,46,46
3:30 p.m.,3:14 p.m.,47,47
6:40 a.m.,6:19 a.m.,48,48
10:45 a.m.,11:12 a.m.,49,49
,9:22 a.m.,50,50
10:15 p.m.,,51,51
,9:14 a.m.,52,52
,11:30 a.m.,53,53
,9:29 a.m.,54,54
,10:31 p.m.,55,55
,5:14 p.m.,56,56
2:50 p.m.,,57,57
,4:54 p.m.,58,58
,11:11 a.m.,59,59
,12/2/11 6:35 a.m.,60,60
,7:04 a.m.,61,61
5:35 a.m.,,62,62
,6:25 p.m.,63,63
9:21 a.m.,,64,64
1:16 p.m.,,65,65
,1:11 p.m.,66,66
,9:56 a.m.,67,67
,9:29 a.m.,68,54
,7:37 p.m.,69,68
,1:36 p.m.,70,69
7:03 p.m.,,71,70
11:35 a.m.,,72,71
,4:43 p.m.,73,72
,4:08 p.m.,74,73
1:17 p.m.,,75,74
,8:50 a.m.,76,75
,5:00 p.m.,77,76
10:20 a.m.,,78,77
10:54 a.m.,,79,78
,11:50 a.m.,80,79
,3:13 p.m.,81,80
,1:23 p.m.,82,81
,3:09 p.m.,83,82
,1:55 p.m.,84,83
,5:22 p.m.,85,84
,1:11 p.m.,86,66
8:22 p.m.,,87,85
8:56 p.m.,,88,86
,2:39 p.m.,89,87
,5:24 p.m.,90,88
4:00 p.m.,,91,89
,10:34 a.m.,92,90
,7:25 p.m.,93,91
,8:38 p.m.,94,92
,3:04 p.m.,95,93
12/2/11 12:21 a.m.,,96,94
,7:20 p.m.,97,95
12:18 p.m.,,98,96
,7:49 a.m.,99,97
,9:26 a.m.,100,98
,7:43 p.m.,101,99
,10:43 a.m.,102,100
,6:28 p.m.,103,101
,7:23 p.m.,104,102
,9:47 p.m.,105,103
6:44 p.m.,,106,104
,10:43 a.m.,107,100
,2:58 p.m.,108,105
,4:20 p.m.,109,106
,2:50 p.m.,110,107
4:17 p.m.,,111,108
,5:52 a.m.,112,109
,12/2/11 12:01 a.m.,113,110
,11:49 p.m.,114,111
,11:35 p.m.,115,112
,9:45 a.m.,116,113
,11:33 a.m.,117,114
,9:13 a.m.,118,115
,3:29 p.m.,119,116
4:48 p.m.,,120,117
,8:33 a.m.,121,118
12/2/11 5:11 a.m.,,122,119
,6:19 p.m.,123,120
,7:50 a.m.,124,121
,1:52 p.m.,125,122
,9:12 p.m.,126,123
,4:22 p.m.,127,124
7:03 p.m.,,128,70
11:45 a.m.,,129,125
,3:36 p.m.,130,126
,5:39 p.m.,131,127
,11:04 a.m.,132,128
,1:42 p.m.,133,129
,10:58 a.m.,134,130
11:53 a.m.,,135,131
,2:49 p.m.,136,132
,10:12 a.m.,137,133
,6:30 p.m.,138,134
,7:59 a.m.,139,135
,6:11 p.m.,140,136
,2:21 p.m.,141,137
4:49 p.m.,,142,138
,5:34 p.m.,143,139
,12:37 p.m.,144,140
,7:37 a.m.,145,141
7:05 p.m.,,146,142
,6:15 a.m.,147,143
,10:52 a.m.,148,144
,3:12 p.m.,149,145
9:40 a.m.,9:22 a.m.,150,146
,10:23 p.m.,151,147
9:25 a.m.,9:12 a.m.,152,148
11:55 a.m.,11:35 a.m.,153,149
,9:40 a.m.,154,150
10:30 p.m.,10:39 p.m.&nbsp(Estimated),155,151
3:15 p.m.,3:10 p.m.,156,152
5:05 p.m.,5:17 p.m.,157,153
,3:25 p.m.,158,154
,11:18 a.m.,159,155
6:55 a.m. Dec 02,Not Available,160,156
,7:10 a.m.,161,157
,5:23 a.m.,162,158
6:46 p.m.,6:25 p.m.,163,159
,9:09 a.m.,164,160
,1:09 p.m.,165,161
12:35 p.m.,1:18 p.m.,166,162
,9:54 a.m.,167,163
9:55 a.m.,9:42 a.m.,168,164
7:55 p.m.,7:35 p.m.,169,165
,1:34 p.m.,170,166
,6:59 p.m.,171,167
,11:26 a.m.,172,168
,4:45 p.m.,173,169
3:50 p.m.,4:09 p.m.,174,8
,1:12 p.m.,175,170
9:20 a.m.,9:00 a.m.,176,171
4:57 p.m.,5:03 p.m.,177,172
,10:18 a.m.,178,173
,10:47 a.m.,179,174
12:10 p.m.,11:50 a.m.,180,175
2:35 p.m.,3:19 p.m.,181,176
,1:27 p.m.,182,177
,3:20 p.m.,183,178
,2:01 p.m.,184,179
6:15 p.m.,5:28 p.m.,185,180
1:45 p.m.,1:14 p.m.,186,181
,7:55 p.m.,187,182
,9:38 p.m.,188,183
2:45 p.m.,2:37 p.m.,189,184
4:52 p.m.,,190,185
,3:25 p.m.,191,154
10:35 a.m.,10:29 a.m.,192,186
7:25 p.m.,Not Available,193,187
9:10 p.m.,8:43 p.m.,194,188
12:21 a.m. Dec 02,Not Available,195,189
,7:53 p.m.,196,190
12:18 p.m.,12:03 p.m.,197,191
7:30 a.m.,7:51 a.m.,198,25
9:35 a.m.,9:29 a.m.,199,192
,7:53 p.m.,200,190
6:23 p.m.,6:36 p.m.,201,193
,7:26 p.m.,202,194
9:45 p.m.,9:49 p.m.,203,195
,6:13 p.m.,204,196
,10:45 a.m.,205,197
2:59 p.m.,2:56 p.m.,206,198
4:31 p.m.,4:18 p.m.,207,199
2:45 p.m.,2:52 p.m.,208,200
,4:06 p.m.,209,201
5:50 a.m.Dec 02,,210,202
12:29 a.m. Dec 02,Not Available,211,203
12:15 a.m. Dec 02,Not Available,212,204
11:50 p.m.,Not Available,213,205
10:34 a.m.,9:58 a.m.,214,206
11:50 a.m.,11:40 a.m.,215,207
,9:11 a.m.,216,208
3:50 p.m.,Not Available,217,209
,4:55 p.m.,218,210
,8:41 a.m.,219,211
5:11 a.m.Dec 02,,220,212
6:09 p.m.,,221,213
,7:58 a.m.,222,214
,2:02 p.m.,223,215
,9:11 p.m.,224,216
,4:24 p.m.,225,217
,6:59 p.m.,226,167
,12:10 p.m.,227,218
4:05 p.m.,3:36 p.m.,228,219
5:55 p.m.,5:34 p.m.,229,220
11:35 a.m.,11:07 a.m.,230,221
2:15 p.m.,1:40 p.m.,231,222
11:05 a.m.,11:00 a.m.,232,223
,12:00 p.m.,233,224
2:35 p.m.,3:01 p.m.,234,225
,10:10 a.m.,235,226
6:30 p.m.,6:36 p.m.,236,227
8:00 a.m.,7:57 a.m.,237,228
,4:52 p.m.,238,229
6:40 p.m.,6:09 p.m.,239,230
2:25 p.m.,2:18 p.m.,240,231
11:10 a.m.,10:53 a.m.,241,232
,5:09 p.m.,242,233
6:17 p.m.,5:35 p.m.,243,234
12:55 p.m.,12:48 p.m.,244,235
7:45 a.m.,7:32 a.m.,245,236
7:05 p.m.,6:33 p.m.,246,237
6:40 a.m.,6:07 a.m.,247,238
10:45 a.m.,11:00 a.m.,248,239
3:30 p.m.,3:09 p.m.,249,240
9:40 a.m.,,250,241
9:25 a.m.,9:09 a.m.,251,242
11:55 a.m.,11:34 a.m.,252,243
9:54 a.m.,,253,244
10:30 p.m.,,254,1
7:25 p.m.,7:35 p.m.,255,245
5:05 p.m.,,256,246
2:50 p.m.,,257,57
5:25 p.m.,,258,247
11:19 a.m.,,259,248
6:55 a.m.,7:02 a.m.,260,249
7:23 a.m.,,261,250
2:45 p.m.,,262,251
6:46 p.m.,,263,252
1:16 p.m.,,264,65
9:55 a.m.,,265,253
10:06 a.m.,,266,254
7:55 p.m.,,267,255
7:03 p.m.,,268,70
3:50 p.m.,,269,36
9:20 a.m.,8:50 a.m.,270,256
4:57 p.m.,,271,257
10:20 a.m.,,272,77
10:54 a.m.,,273,78
2:20 p.m.,,274,258
12:10 p.m.,11:50 a.m.,275,175
8:00 a.m.,,276,259
2:35 p.m.,3:13 p.m.,277,42
5:35 a.m.,,278,62
12:35 p.m.,1:11 p.m.,279,260
2:00 p.m.,,280,261
1:45 p.m.,,281,262
11:10 a.m.,10:52 a.m.,282,263
2:25 p.m.,2:17 p.m.,283,264
2:45 p.m.,2:36 p.m.,284,265
10:35 a.m.,10:34 a.m.,285,266
11:35 a.m.,,286,71
9:10 p.m.,,287,267
3:15 p.m.,3:09 p.m.,288,268
12:21 a.m.,,289,269
7:53 p.m.,,290,270
12:18 p.m.,,291,96
7:30 a.m.,,292,271
9:35 a.m.,9:23 a.m.,293,272
6:23 p.m.,,294,273
7:35 p.m.,,295,274
9:45 p.m.,,296,275
6:44 p.m.,,297,104
10:31 a.m.,,298,276
2:59 p.m.,2:52 p.m.,299,277
4:31 p.m.,,300,278
5:50 a.m.,5:49 a.m.,301,279
12:29 a.m.,11:56 p.m.,302,280
12:15 a.m.,,303,281
11:50 p.m.,11:54 p.m.,304,282
10:34 a.m.,9:56 a.m.,305,283
11:50 a.m.,11:39 a.m.,306,284
6:15 p.m.,,307,285
9:24 a.m.,,308,286
3:50 p.m.,,309,36
4:48 p.m.,,310,117
9:43 a.m.,,311,287
8:27 a.m.,,312,288
1:40 p.m.,,313,289
9:20 p.m.,,314,37
4:53 p.m.,,315,290
7:03 p.m.,,316,70
4:05 p.m.,,317,291
5:55 p.m.,,318,292
11:35 a.m.,11:04 a.m.,319,293
5:00 p.m.,,320,294
2:15 p.m.,,321,295
11:05 a.m.,,322,296
11:53 a.m.,,323,131
2:35 p.m.,2:49 p.m.,324,297
1:39 p.m.,1:23 p.m.,325,298
10:40 a.m.,,326,299
6:30 p.m.,,327,300
6:40 p.m.,,328,301
4:49 p.m.,,329,138
6:17 p.m.,,330,302
12:55 p.m.,,331,303
7:45 a.m.,7:40 a.m.,332,18
7:05 p.m.,,333,142
6:40 a.m.,,334,304
10:45 a.m.,10:49 a.m.,335,305
3:30 p.m.,,336,306
,9:22 a.m.,337,50
10:15 p.m.,,338,51
,9:14 a.m.,339,52
,11:30 a.m.,340,53
,9:29 a.m.,341,54
,10:31 p.m.,342,55
,5:14 p.m.,343,56
2:50 p.m.,,344,57
,4:54 p.m.,345,58
,11:11 a.m.,346,59
,12/2/11 6:35 a.m.,347,60
,7:04 a.m.,348,61
5:35 a.m.,,349,62
,6:25 p.m.,350,63
9:21 a.m.,,351,64
1:16 p.m.,,352,65
,1:11 p.m.,353,66
,9:56 a.m.,354,67
,9:29 a.m.,355,54
,7:37 p.m.,356,68
,1:36 p.m.,357,69
7:03 p.m.,,358,70
11:35 a.m.,,359,71
,4:43 p.m.,360,72
,4:08 p.m.,361,73
1:17 p.m.,,362,74
,8:50 a.m.,363,75
,5:00 p.m.,364,76
10:20 a.m.,,365,77
10:54 a.m.,,366,78
,11:50 a.m.,367,79
,3:13 p.m.,368,80
,1:23 p.m.,369,81
,3:09 p.m.,370,82
,1:55 p.m.,371,83
,5:22 p.m.,372,84
,1:11 p.m.,373,66
8:22 p.m.,,374,85
8:56 p.m.,,375,86
,2:39 p.m.,376,87
,5:24 p.m.,377,88
4:00 p.m.,,378,89
,10:34 a.m.,379,90
,7:25 p.m.,380,91
,8:38 p.m.,381,92
,3:04 p.m.,382,93
12/2/11 12:21 a.m.,,383,94
,7:20 p.m.,384,95
12:18 p.m.,,385,96
,7:49 a.m.,386,97
,9:26 a.m.,387,98
,7:43 p.m.,388,99
,10:43 a.m.,389,100
,6:28 p.m.,390,101
,7:23 p.m.,391,102
,9:47 p.m.,392,103
6:44 p.m.,,393,104
,10:43 a.m.,394,100
,2:58 p.m.,395,105
,4:20 p.m.,396,106
,2:50 p.m.,397,107
4:17 p.m.,,398,108
,5:52 a.m.,399,109
,12/2/11 12:01 a.m.,400,110
,11:49 p.m.,401,111
,11:35 p.m.,402,112
,9:45 a.m.,403,113
,11:33 a.m.,404,114
,9:13 a.m.,405,115
,3:29 p.m.,406,116
4:48 p.m.,,407,117
,8:33 a.m.,408,118
12/2/11 5:11 a.m.,,409,119
,6:19 p.m.,410,120
,7:50 a.m.,411,121
,1:52 p.m.,412,122
,9:12 p.m.,413,123
,4:22 p.m.,414,124
7:03 p.m.,,415,70
11:45 a.m.,,416,125
,3:36 p.m.,417,126
,5:39 p.m.,418,127
,11:04 a.m.,419,128
,1:42 p.m.,420,129
,10:58 a.m.,421,130
11:53 a.m.,,422,131
,2:49 p.m.,423,132
,10:12 a.m.,424,133
,6:30 p.m.,425,134
,7:59 a.m.,426,135
,6:11 p.m.,427,136
,2:21 p.m.,428,137
4:49 p.m.,,429,138
,5:34 p.m.,430,139
,12:37 p.m.,431,140
,7:37 a.m.,432,141
7:05 p.m.,,433,142
,6:15 a.m.,434,143
,10:52 a.m.,435,144
,3:12 p.m.,436,145
9:40 a.m.,9:22 a.m.,437,146
,10:29 p.m.,438,307
9:25 a.m.,9:28 a.m.,439,3
11:55 a.m.,11:58 a.m.,440,308
,9:43 a.m.,441,309
10:30 p.m.,,442,1
3:15 p.m.,3:16 p.m.,443,24
5:05 p.m.,5:17 p.m.,444,153
,3:31 p.m.,445,310
,11:21 a.m.,446,311
6:55 a.m. Dec 02,,447,312
,7:17 a.m.,448,313
,5:26 a.m.,449,314
6:46 p.m.,6:25 p.m.,450,159
,9:09 a.m.,451,160
,1:19 p.m.,452,315
12:35 p.m.,1:18 p.m.,453,162
,9:56 a.m.,454,67
9:55 a.m.,9:45 a.m.,455,6
7:55 p.m.,7:39 p.m.,456,7
,1:40 p.m.,457,316
,7:10 p.m.,458,317
,11:32 a.m.,459,318
,5:00 p.m.,460,76
3:50 p.m.,4:09 p.m.,461,8
,1:14 p.m.,462,319
9:20 a.m.,9:05 a.m.,463,9
4:57 p.m.,5:03 p.m.,464,172
,10:27 a.m.,465,320
,10:56 a.m.,466,321
12:10 p.m.,11:50 a.m.,467,175
2:35 p.m.,3:19 p.m.,468,176
,1:30 p.m.,469,322
,3:21 p.m.,470,323
,2:01 p.m.,471,179
6:15 p.m.,5:42 p.m.,472,324
1:45 p.m.,1:14 p.m.,473,181
,8:03 p.m.,474,325
,9:38 p.m.,475,183
