HospitalName,Address1,original_index,unique_index,count
callahan eye foundation hospital,1720 university blvd,0,0,24
callahan eye foundation hospital,1720 university blvd,1,0,24
callahan eye foundation hospital,1720 university blvd,2,0,24
callahan eye foundation hospital,1720 university blvd,3,0,24
callahan eye foundation hospital,1720 university blvd,4,0,24
callahan eye foundation hospital,1720 university blvd,5,0,24
callahan eye foundation hospital,1720 university blvd,6,0,24
callahan eye foundation hospital,1720 university blvd,7,0,24
helen keller memorial hospital,1300 south montgomery avenue,8,1,25
helen keller memorial hospital,1300 south montgomery avenue,9,1,25
helen keller memorial hospital,1300 south montgomery avenue,10,1,25
helen keller memorial hospital,1300 south montgomery avenue,11,1,25
helen keller memorial hospital,1300 south montgomery avenue,12,1,25
helen keller memorial hospital,1300 south montgomery avenue,13,1,25
helen keller memorial hospital,1300 south montgomery avenue,14,1,25
helen keller memorial hospital,1300 south montgomery avenue,15,1,25
helen keller memorial hospital,1300 south montgomery avenue,16,1,25
helen keller memorial hospital,1300 south montgomery avenue,17,1,25
helen keller memorial hospital,1300 south montgomery avenue,18,1,25
southeast alabama medical center,1108 ross clark circle,19,2,24
southeast alabama medical center,1108 ross clark circle,20,2,24
southeast alabama medical center,1108 ross clark circle,21,2,24
southeast alabama medical center,1108 ross clark circle,22,2,24
southeast alabama medical center,1108 ross clark circle,23,2,24
southeast alabama medical center,1108 ross clark circle,24,2,24
southeast alabama medical center,1108 ross clark circle,25,2,24
southeast alabama medxcal center,1108 ross clark circle,26,3,1
southeast alabama medical center,1108 ross clark circle,27,2,24
southeast alabama medical center,1108 ross clark circle,28,2,24
southeast alabama medical center,1108 ross clark circle,29,2,24
southeast alabama medical center,1108 ross clark circle,30,2,24
southeast alabama medical center,1108 ross clark circle,31,2,24
southeast alabama medical center,1108 ross clark circle,32,2,24
southeast alabama medical center,1108 ross clark circle,33,2,24
southeast alabama medical center,1108 ross clark circle,34,2,24
southeast alabama medical center,1108 ross clark circle,35,2,24
southeast alabama medical center,1108 ross clark circle,36,2,24
southeast alabama medical center,1108 ross clark circle,37,2,24
southeast alabama medical center,1108 ross clark circle,38,2,24
southeast alabama medical center,1108 ross clark circle,39,2,24
southeast alabama medical center,1108 ross clark circle,40,2,24
southeast alabama medical center,1108 ross clark circle,41,2,24
southeast alabama medical center,1108 ross clark circle,42,2,24
southeast alabama medical center,1108 ross clark circle,43,2,24
marshall medical center south,2505 u s highway 431 north,44,4,24
marshall medical center south,2505 u s highway 431 north,45,4,24
marshall medical center south,2505 u s highway 431 north,46,4,24
marshall medical center south,2505 u s highway 431 north,47,4,24
marshall medical center south,2505 u s highway 431 north,48,4,24
marshall medical center south,2505 u s highway 431 north,49,4,24
marshall medical center south,2505 u s highway 431 north,50,4,24
marshall medical center south,2505 u s highway 431 north,51,4,24
marshall medical center south,2505 u s highway 431 north,52,4,24
marshall medical center south,2505 u s highway 431 north,53,4,24
marshall medical center south,2505 u s highway 431 north,54,4,24
marshall medical center south,2505 u s highway 431 north,55,4,24
marshall medical center south,2505 u s highway 431 north,56,4,24
marshall medical center south,2505xuxsxhighwayx431xnorth,57,5,1
marshall medical center south,2505 u s highway 431 north,58,4,24
marshall medical center south,2505 u s highway 431 north,59,4,24
marshall medical center south,2505 u s highway 431 north,60,4,24
marshall medical center south,2505 u s highway 431 north,61,4,24
marshall medical center south,2505 u s highway 431 north,62,4,24
marshall medical center south,2505 u s highway 431 north,63,4,24
marshall medical center south,2505 u s highway 431 north,64,4,24
marshall medical center south,2505 u s highway 431 north,65,4,24
marshall medical center south,2505 u s highway 431 north,66,4,24
marshall medical center south,2505 u s highway 431 north,67,4,24
marshall medical center south,2505 u s highway 431 north,68,4,24
eliza coffee memorial hospital,205 marengo street,69,6,25
eliza coffee memorial hospital,205 marengo street,70,6,25
eliza coffee memorial hospital,205 marengo street,71,6,25
eliza coffee memorial hospital,205 marengo street,72,6,25
eliza coffee memorial hospital,205 marengo street,73,6,25
eliza coffee memorial hospital,205 marengo street,74,6,25
eliza coffee memorial hospital,205 marengo street,75,6,25
eliza coffee memorial hospital,205 marengo street,76,6,25
eliza coffee memorial hospital,205 marengo street,77,6,25
eliza coffee memorial hospital,205 marengo street,78,6,25
eliza coffee memorial hospital,205 marengo street,79,6,25
eliza coffee memorial hospital,205 marengo street,80,6,25
eliza coffee memorial hospital,205 marengo street,81,6,25
eliza coffee memorial hospital,205 marengo street,82,6,25
eliza coffee memorial hospital,205 marengo street,83,6,25
eliza coffee memorial hospital,205 marengo street,84,6,25
eliza coffee memorial hospital,205 marengo street,85,6,25
eliza coffee memorial hospital,205 marengo street,86,6,25
eliza coffee memorial hospital,205 marengo street,87,6,25
eliza coffee memorial hospital,205 marengo street,88,6,25
eliza coffee memorial hospital,205 marengo street,89,6,25
eliza coffee memorial hospital,205 marengo street,90,6,25
eliza coffee memorial hospital,205 marengo street,91,6,25
eliza coffee memorial hospital,205 marengo street,92,6,25
eliza coffee memorial hospital,205 marengo street,93,6,25
mizell memorial hospital,702xnxmainxst,94,7,1
mizell memorial hospital,702 n main st,95,8,23
mizell memorial hospital,702 n main st,96,8,23
mizell memorial hospital,702 n main st,97,8,23
mizell memorial hospital,702 n main st,98,8,23
mizell memorial hospital,702 n main st,99,8,23
mizell memorial hospital,702 n main st,100,8,23
mizell memorial hospital,702 n main st,101,8,23
mizell memorial hospital,702 n main st,102,8,23
mizell memorial hospital,702 n main st,103,8,23
mizell memorial hospital,702 n main st,104,8,23
mizell memorial hospital,702 n main st,105,8,23
mizell memorial hospital,702 x maix st,106,9,1
mizell memorial hospital,702 n main st,107,8,23
mizell memorial hospital,702 n main st,108,8,23
mizell memorial hospital,702 n main st,109,8,23
mizell memorial hospital,702 n main st,110,8,23
mizell memorial hospital,702 n main st,111,8,23
mizell memorial hospital,702 n main st,112,8,23
mizell memorial hospital,702 n main st,113,8,23
mizell memorial hospital,702 n main st,114,8,23
mizell memorial hospital,702 n main st,115,8,23
mizell memorial hospital,702 n main st,116,8,23
mizell memorial hospital,702 n main st,117,8,23
mizell memorial hospital,702 n main st,118,8,23
crenshaw community hospital,101 hospital circle,119,10,24
crenshaw community hospital,101 hospital circle,120,10,24
crenshaw community hospital,101 hospital circle,121,10,24
crenshaw community hospital,101 hospital circle,122,10,24
crenshaw community hospital,101 hospital circle,123,10,24
crenshaw community hospital,101 hospital circle,124,10,24
crenshaw community hospital,101 hospital circle,125,10,24
crenshaw community hospital,101 hospital circle,126,10,24
crenshaw community hospital,101 hospital circle,127,10,24
crenshaw community hospital,101 hospital circle,128,10,24
crenshaw community hospital,101 hospital circle,129,10,24
crenshaw community hospital,101 hospital circle,130,10,24
crenshaw cxmmunity hxspital,101 hospital circle,131,11,1
crenshaw community hospital,101 hospital circle,132,10,24
crenshaw community hospital,101 hospital circle,133,10,24
crenshaw community hospital,101 hospital circle,134,10,24
crenshaw community hospital,101 hospital circle,135,10,24
crenshaw community hospital,101 hospital circle,136,10,24
crenshaw community hospital,101 hospital circle,137,10,24
crenshaw community hospital,101 hospital circle,138,10,24
crenshaw community hospital,101 hospital circle,139,10,24
crenshaw community hospital,101 hospital circle,140,10,24
crenshaw community hospital,101 hospital circle,141,10,24
crenshaw community hospital,101 hospital circle,142,10,24
crenshaw community hospital,101 hospital circle,143,10,24
hartselle medical center,201 pine street northwest,144,12,24
hartselle medical center,201 pine street northwest,145,12,24
hartselle medical center,201 pine street northwest,146,12,24
hartselle medical center,201 pine street northwest,147,12,24
hartselle medical center,201 pine street northwest,148,12,24
hartselle medical center,201 pine street northwest,149,12,24
hartselle medical center,201 pine street northwest,150,12,24
hartselle medical center,201 pine street northwest,151,12,24
hartselle medical center,201 pine street northwest,152,12,24
hartselle medical center,201 pine street northwest,153,12,24
hartselle medical center,201 pine street northwest,154,12,24
hartselle medical center,201 pine street northwest,155,12,24
hartselle medical center,201 pine street northwest,156,12,24
hartselle medical center,201 pine street northwest,157,12,24
hartselle medical center,201 pine street northwest,158,12,24
hartselle medical center,201 pine street northwest,159,12,24
hartselle medical center,201 pine street northwest,160,12,24
hartselle medical center,201 pine sxreex norxhwesx,161,13,1
hartselle medical center,201 pine street northwest,162,12,24
hartselle medical center,201 pine street northwest,163,12,24
hartselle medical center,201 pine street northwest,164,12,24
hartselle medical center,201 pine street northwest,165,12,24
hartselle medical center,201 pine street northwest,166,12,24
hartselle medical center,201 pine street northwest,167,12,24
hartselle medical center,201 pine street northwest,168,12,24
marshall medical center north,8000 alabama highway 69,169,14,23
marshall medical center north,8000 alabama highway 69,170,14,23
marshall medical cenxer norxh,8000 alabama highway 69,171,15,1
marshall medical center north,8000 alabama highway 69,172,14,23
marshall medical center north,8000 alabama highway 69,173,14,23
marshall medical center north,8000 alabama highway 69,174,14,23
marshall medical center north,8000 alabama xigxway 69,175,16,1
marshall medical center north,8000 alabama highway 69,176,14,23
marshall medical center north,8000 alabama highway 69,177,14,23
marshall medical center north,8000 alabama highway 69,178,14,23
marshall medical center north,8000 alabama highway 69,179,14,23
marshall medical center north,8000 alabama highway 69,180,14,23
marshall medical center north,8000 alabama highway 69,181,14,23
marshall medical center north,8000 alabama highway 69,182,14,23
marshall medical center north,8000 alabama highway 69,183,14,23
marshall medical center north,8000 alabama highway 69,184,14,23
marshall medical center north,8000 alabama highway 69,185,14,23
marshall medical center north,8000 alabama highway 69,186,14,23
marshall medical center north,8000 alabama highway 69,187,14,23
marshall medical center north,8000 alabama highway 69,188,14,23
marshall medical center north,8000 alabama highway 69,189,14,23
marshall medical center north,8000 alabama highway 69,190,14,23
marshall medical center north,8000 alabama highway 69,191,14,23
marshall medical center north,8000 alabama highway 69,192,14,23
marshall medical center north,8000 alabama highway 69,193,14,23
st vincents east,50 medical park east drive,194,17,25
st vincents east,50 medical park east drive,195,17,25
st vincents east,50 medical park east drive,196,17,25
st vincents east,50 medical park east drive,197,17,25
st vincents east,50 medical park east drive,198,17,25
st vincents east,50 medical park east drive,199,17,25
st vincents east,50 medical park east drive,200,17,25
st vincents east,50 medical park east drive,201,17,25
st vincents east,50 medical park east drive,202,17,25
st vincents east,50 medical park east drive,203,17,25
st vincents east,50 medical park east drive,204,17,25
st vincents east,50 medical park east drive,205,17,25
st vincents east,50 medical park east drive,206,17,25
st vincents east,50 medical park east drive,207,17,25
st vincents east,50 medical park east drive,208,17,25
st vincents east,50 medical park east drive,209,17,25
st vincents east,50 medical park east drive,210,17,25
st vincents east,50 medical park east drive,211,17,25
st vincents east,50 medical park east drive,212,17,25
st vincents east,50 medical park east drive,213,17,25
st vincents east,50 medical park east drive,214,17,25
st vincents east,50 medical park east drive,215,17,25
st vincents east,50 medical park east drive,216,17,25
st vincents east,50 medical park east drive,217,17,25
st vincents east,50 medical park east drive,218,17,25
dekalb regional medical center,200 med center drive,219,18,24
dekalb regional medical center,200 med center drive,220,18,24
dekalb regional medical center,200 med center drive,221,18,24
dekalb regional medical center,200 med center drive,222,18,24
dekalb regional medical center,200 med center drive,223,18,24
dekalb regional medical center,200 med center drive,224,18,24
dekalb regional medical center,200 med center drive,225,18,24
dekalb regional medical center,200 med center drive,226,18,24
dekalb regional medical center,200 med center drive,227,18,24
dekalb regional medical center,200 med center drive,228,18,24
dekalb regional medical center,200 med center drive,229,18,24
dekalb regional medical center,200 med center drive,230,18,24
dekalb regional medical center,200 med center drive,231,18,24
dekalb regional medical center,200 med center drive,232,18,24
dekalb regional medical center,200 med center drive,233,18,24
dekalb regional medical center,200 med center drive,234,18,24
dekalb regional medical center,200 med center drive,235,18,24
dekalb regional medical center,200 med center drive,236,18,24
dekalb regional medical center,200 med center drive,237,18,24
dekalb regional medical center,200 med center drive,238,18,24
dekalb regional medical center,200 med center drive,239,18,24
dekalb regional medical center,200 med center drive,240,18,24
dekalb regional medical center,200 med center drive,241,18,24
dekalb regional medical center,200 med center drive,242,18,24
dexalb regional medical center,200 med center drive,243,19,1
southwest alabama medical center,33700 highway 43,244,20,23
southwest alabama medical center,33700 highway 43,245,20,23
southwest alabama medical center,33700 highway 43,246,20,23
southwest alabama medical center,33700 highway 43,247,20,23
southwest alabama medical center,33700 highway 43,248,20,23
southwest alabama medical center,33700 highway 43,249,20,23
southwest alabama medical center,33700 highway 43,250,20,23
southwest alabama medical center,33700 highway 43,251,20,23
southwest alabama medical center,33700 highway 43,252,20,23
southwest alabama medical center,33700 highway 43,253,20,23
southwest alabama medical center,33700 highway 43,254,20,23
southwest alabama medical center,33700 highway 43,255,20,23
southwest alabama medical center,33700 highway 43,256,20,23
southwest alabama medical center,33700 highway 43,257,20,23
southwest alabama medical center,33700 highway 43,258,20,23
southwest alabama medical center,33700 highway 43,259,20,23
southwest alabama medical center,33700 hxghway 43,260,21,1
southwest alabama medical center,33700 highway 43,261,20,23
southwest alabama medical center,33700 highway 43,262,20,23
southwest alabama medical center,33700 highway 43,263,20,23
southwest alabama medical center,33700 highway x3,264,22,1
southwest alabama medical center,33700 highway 43,265,20,23
southwest alabama medical center,33700 highway 43,266,20,23
southwest alabama medical center,33700 highway 43,267,20,23
southwest alabama medical center,33700 highway 43,268,20,23
shelby baptist medical center,1000 first street north,269,23,24
shelby baptist medical center,1000 first street north,270,23,24
shelby baptist medical center,1000 first street north,271,23,24
shelby baptist medical center,1000 first street north,272,23,24
shelby baptist medical center,1000 first street north,273,23,24
shelby baptist medical center,1000 first street north,274,23,24
shelby baptist medical center,1000 fixst stxeet noxth,275,24,1
shelby baptist medical center,1000 first street north,276,23,24
shelby baptist medical center,1000 first street north,277,23,24
shelby baptist medical center,1000 first street north,278,23,24
shelby baptist medical center,1000 first street north,279,23,24
shelby baptist medical center,1000 first street north,280,23,24
shelby baptist medical center,1000 first street north,281,23,24
shelby baptist medical center,1000 first street north,282,23,24
shelby baptist medical center,1000 first street north,283,23,24
shelby baptist medical center,1000 first street north,284,23,24
shelby baptist medical center,1000 first street north,285,23,24
shelby baptist medical center,1000 first street north,286,23,24
shelby baptist medical center,1000 first street north,287,23,24
shelby baptist medical center,1000 first street north,288,23,24
shelby baptist medical center,1000 first street north,289,23,24
shelby baptist medical center,1000 first street north,290,23,24
shelby baptist medical center,1000 first street north,291,23,24
shelby baptist medical center,1000 first street north,292,23,24
shelby baptist medical center,1000 first street north,293,23,24
callahan eye foundation hospital,1720 university blvd,294,0,24
callahan eye foundation hospital,1720 univxrsity blvd,295,25,1
callahan eye foundation hospital,1720 university blvd,296,0,24
callahan eye foundation hospital,1720 university blvd,297,0,24
callahan eye foundation hospital,1720 university blvd,298,0,24
callahan eye foundation hospital,1720 university blvd,299,0,24
callahan eye foundation hospital,1720 university blvd,300,0,24
callahan eye foundation hospital,1720 university blvd,301,0,24
callahan eye foundation hospital,1720 university blvd,302,0,24
callahan eye foundation hospital,1720 university blvd,303,0,24
callahan eye foundation hospital,1720 university blvd,304,0,24
callahan eye foundation hospital,1720 university blvd,305,0,24
callahan eye foundation hospital,1720 university blvd,306,0,24
callahan eye foundation hospital,1720 university blvd,307,0,24
callahan eye foundation hospital,1720 university blvd,308,0,24
callahan eye foundation hospital,1720 university blvd,309,0,24
callahan eye foundation hospital,1720 university blvd,310,0,24
stringfellow memorial hospital,301 east 18th st,311,26,26
stringfellow memorial hospital,301 east 18th st,312,26,26
stringfellow memorial hospital,301 east 18th st,313,26,26
stringfellow memorial hospital,301 east 18th st,314,26,26
stringfellow memorial hospital,301 east 18th st,315,26,26
stringfellow memorial hospital,301xeastx18thxst,316,27,1
stringfellow memorial hospital,301 east 18th st,317,26,26
stringfellow memorial hospital,301 east 18th st,318,26,26
stringfellow memorial hospital,301 east 18th st,319,26,26
stringfellow memorial hospital,301 east 18th st,320,26,26
stringfellow memorial hospital,301 east 18th st,321,26,26
stringfellow memorial hospital,301 east 18th st,322,26,26
stringfellow memorial hospital,301 east 18th st,323,26,26
stringfellow memorial hospital,301 east 18th st,324,26,26
stringfellow memorial hospital,301 east 18th st,325,26,26
stringfellow memorial hospital,301 east 18th st,326,26,26
stringfellow memorial hospital,301 east 18th st,327,26,26
stringfellow memorial hospital,301 east 18th st,328,26,26
stringfellow memorial hospital,301 east 18th st,329,26,26
stringfellow memorial hospital,301 east 18th st,330,26,26
flowers hospital,4370 west main street,331,28,15
flowers hospital,4370 west main street,332,28,15
flowers hospital,4370 west main street,333,28,15
flowers hospital,4370xwestxmainxstreet,334,29,1
flowers hospital,4370 west main street,335,28,15
flowers hospital,4370 west main street,336,28,15
floxers hospital,4370 west main street,337,30,1
flowers hospital,4370 west main street,338,28,15
flowers hospital,4370 west main street,339,28,15
flowers hospital,4370 west main street,340,28,15
flowers hospital,4370 west main street,341,28,15
flowers hospital,4370 west main street,342,28,15
flowers hospital,4370 west main street,343,28,15
flowers hospital,4370 west main street,344,28,15
flowers hospital,4370 west main street,345,28,15
flowers hospital,4370 west main street,346,28,15
flowers hospital,4370 west main street,347,28,15
st vincents hospital,810 st vincents drive,348,31,4
st vincents hospital,810 st vincents drive,349,31,4
st vincents hospital,810 st vxncents drxve,350,32,1
st vincents hospital,810 st vincents drive,351,31,4
st vincents hospital,810 st vincents drive,352,31,4
decatur general hospital,1201 7th street se,353,33,1
northwest medical center,1530 u s highway 43,354,34,24
northwest medical center,1530 u s highway 43,355,34,24
northwest medical center,1530 u s highway 43,356,34,24
northwest medical center,1530 u s highway 43,357,34,24
northwest medical center,1530 u s highway 43,358,34,24
northwest medical center,1530 u s highway 43,359,34,24
northwest medical center,1530 u s highway 43,360,34,24
northwest medical center,1530 u s highway 43,361,34,24
northwest medical center,1530 u s highway 43,362,34,24
northwest medical center,1530xuxsxhighwayx43,363,35,1
northwest medical center,1530 u s highway 43,364,34,24
northwest medical center,1530 u s highway 43,365,34,24
northwest medical center,1530 u s highway 43,366,34,24
northwest medical center,1530 u s highway 43,367,34,24
northwest medical center,1530 u s highway 43,368,34,24
northwest medical center,1530 u s highway 43,369,34,24
northwest medical center,1530 u s highway 43,370,34,24
northwest medical center,1530 u s highway 43,371,34,24
northwest medical center,1530 u s highway 43,372,34,24
northwest medical center,1530 u s highway 43,373,34,24
northwest medical center,1530 u s highway 43,374,34,24
northwest medical center,1530 u s highway 43,375,34,24
northwest medical center,1530 u s highway 43,376,34,24
northwest medical center,1530 u s highway 43,377,34,24
northwest medical center,1530 u s highway 43,378,34,24
univ of south alabama medical center,2451 fillingim street,379,36,11
univ of south alabama medical center,2451 fillingim street,380,36,11
univ of south alabama medical center,2451 fillingim street,381,36,11
univ of south alabama medical center,2451 fillingim street,382,36,11
univ of south alabama medical center,2451 fillingim street,383,36,11
univ ox south alabama medical center,2451 fillingim street,384,37,1
xniv of soxth alabama medical center,2451 fillingim street,385,38,1
univ of south alabama medical center,2451 fillingim street,386,36,11
univ of south alabama medical center,2451 fillingim street,387,36,11
univ of south alabama medical center,2451 fillingim street,388,36,11
univ of south alabama medical center,2451 fillingim street,389,36,11
univ of south alabama medical center,2451 fillingim street,390,36,11
univ of south alabama medical center,2451 fillingim street,391,36,11
prattville baptist hospital,124 s memorial dr,392,39,18
prattville baptist hospital,124xsxmemorialxdr,393,40,1
prattville baptist hospital,124 s memorial dr,394,39,18
prattville baptist hospital,124 s memorial dr,395,39,18
prattville baptist hospital,124 s memorial dr,396,39,18
prattville baptist hospital,124 s memorial dr,397,39,18
prattville baptist hospital,124 s memorial dr,398,39,18
