Address1,original_index,unique_index,count
1720 university blvd,0,0,24
1720 university blvd,1,0,24
1720 university blvd,2,0,24
1720 university blvd,3,0,24
1720 university blvd,4,0,24
1720 university blvd,5,0,24
1720 university blvd,6,0,24
1720 university blvd,7,0,24
1300 south montgomery avenue,8,1,25
1300 south montgomery avenue,9,1,25
1300 south montgomery avenue,10,1,25
1300 south montgomery avenue,11,1,25
1300 south montgomery avenue,12,1,25
1300 south montgomery avenue,13,1,25
1300 south montgomery avenue,14,1,25
1300 south montgomery avenue,15,1,25
1300 south montgomery avenue,16,1,25
1300 south montgomery avenue,17,1,25
1300 south montgomery avenue,18,1,25
1108 ross clark circle,19,2,25
1108 ross clark circle,20,2,25
1108 ross clark circle,21,2,25
1108 ross clark circle,22,2,25
1108 ross clark circle,23,2,25
1108 ross clark circle,24,2,25
1108 ross clark circle,25,2,25
1108 ross clark circle,26,2,25
1108 ross clark circle,27,2,25
1108 ross clark circle,28,2,25
1108 ross clark circle,29,2,25
1108 ross clark circle,30,2,25
1108 ross clark circle,31,2,25
1108 ross clark circle,32,2,25
1108 ross clark circle,33,2,25
1108 ross clark circle,34,2,25
1108 ross clark circle,35,2,25
1108 ross clark circle,36,2,25
1108 ross clark circle,37,2,25
1108 ross clark circle,38,2,25
1108 ross clark circle,39,2,25
1108 ross clark circle,40,2,25
1108 ross clark circle,41,2,25
1108 ross clark circle,42,2,25
1108 ross clark circle,43,2,25
2505 u s highway 431 north,44,3,24
2505 u s highway 431 north,45,3,24
2505 u s highway 431 north,46,3,24
2505 u s highway 431 north,47,3,24
2505 u s highway 431 north,48,3,24
2505 u s highway 431 north,49,3,24
2505 u s highway 431 north,50,3,24
2505 u s highway 431 north,51,3,24
2505 u s highway 431 north,52,3,24
2505 u s highway 431 north,53,3,24
2505 u s highway 431 north,54,3,24
2505 u s highway 431 north,55,3,24
2505 u s highway 431 north,56,3,24
2505xuxsxhighwayx431xnorth,57,4,1
2505 u s highway 431 north,58,3,24
2505 u s highway 431 north,59,3,24
2505 u s highway 431 north,60,3,24
2505 u s highway 431 north,61,3,24
2505 u s highway 431 north,62,3,24
2505 u s highway 431 north,63,3,24
2505 u s highway 431 north,64,3,24
2505 u s highway 431 north,65,3,24
2505 u s highway 431 north,66,3,24
2505 u s highway 431 north,67,3,24
2505 u s highway 431 north,68,3,24
205 marengo street,69,5,25
205 marengo street,70,5,25
205 marengo street,71,5,25
205 marengo street,72,5,25
205 marengo street,73,5,25
205 marengo street,74,5,25
205 marengo street,75,5,25
205 marengo street,76,5,25
205 marengo street,77,5,25
205 marengo street,78,5,25
205 marengo street,79,5,25
205 marengo street,80,5,25
205 marengo street,81,5,25
205 marengo street,82,5,25
205 marengo street,83,5,25
205 marengo street,84,5,25
205 marengo street,85,5,25
205 marengo street,86,5,25
205 marengo street,87,5,25
205 marengo street,88,5,25
205 marengo street,89,5,25
205 marengo street,90,5,25
205 marengo street,91,5,25
205 marengo street,92,5,25
205 marengo street,93,5,25
702xnxmainxst,94,6,1
702 n main st,95,7,23
702 n main st,96,7,23
702 n main st,97,7,23
702 n main st,98,7,23
702 n main st,99,7,23
702 n main st,100,7,23
702 n main st,101,7,23
702 n main st,102,7,23
702 n main st,103,7,23
702 n main st,104,7,23
702 n main st,105,7,23
702 x maix st,106,8,1
702 n main st,107,7,23
702 n main st,108,7,23
702 n main st,109,7,23
702 n main st,110,7,23
702 n main st,111,7,23
702 n main st,112,7,23
702 n main st,113,7,23
702 n main st,114,7,23
702 n main st,115,7,23
702 n main st,116,7,23
702 n main st,117,7,23
702 n main st,118,7,23
101 hospital circle,119,9,25
101 hospital circle,120,9,25
101 hospital circle,121,9,25
101 hospital circle,122,9,25
101 hospital circle,123,9,25
101 hospital circle,124,9,25
101 hospital circle,125,9,25
101 hospital circle,126,9,25
101 hospital circle,127,9,25
101 hospital circle,128,9,25
101 hospital circle,129,9,25
101 hospital circle,130,9,25
101 hospital circle,131,9,25
101 hospital circle,132,9,25
101 hospital circle,133,9,25
101 hospital circle,134,9,25
101 hospital circle,135,9,25
101 hospital circle,136,9,25
101 hospital circle,137,9,25
101 hospital circle,138,9,25
101 hospital circle,139,9,25
101 hospital circle,140,9,25
101 hospital circle,141,9,25
101 hospital circle,142,9,25
101 hospital circle,143,9,25
201 pine street northwest,144,10,24
201 pine street northwest,145,10,24
201 pine street northwest,146,10,24
201 pine street northwest,147,10,24
201 pine street northwest,148,10,24
201 pine street northwest,149,10,24
201 pine street northwest,150,10,24
201 pine street northwest,151,10,24
201 pine street northwest,152,10,24
201 pine street northwest,153,10,24
201 pine street northwest,154,10,24
201 pine street northwest,155,10,24
201 pine street northwest,156,10,24
201 pine street northwest,157,10,24
201 pine street northwest,158,10,24
201 pine street northwest,159,10,24
201 pine street northwest,160,10,24
201 pine sxreex norxhwesx,161,11,1
201 pine street northwest,162,10,24
201 pine street northwest,163,10,24
201 pine street northwest,164,10,24
201 pine street northwest,165,10,24
201 pine street northwest,166,10,24
201 pine street northwest,167,10,24
201 pine street northwest,168,10,24
8000 alabama highway 69,169,12,24
8000 alabama highway 69,170,12,24
8000 alabama highway 69,171,12,24
8000 alabama highway 69,172,12,24
8000 alabama highway 69,173,12,24
8000 alabama highway 69,174,12,24
8000 alabama xigxway 69,175,13,1
8000 alabama highway 69,176,12,24
8000 alabama highway 69,177,12,24
8000 alabama highway 69,178,12,24
8000 alabama highway 69,179,12,24
8000 alabama highway 69,180,12,24
8000 alabama highway 69,181,12,24
8000 alabama highway 69,182,12,24
8000 alabama highway 69,183,12,24
8000 alabama highway 69,184,12,24
8000 alabama highway 69,185,12,24
8000 alabama highway 69,186,12,24
8000 alabama highway 69,187,12,24
8000 alabama highway 69,188,12,24
8000 alabama highway 69,189,12,24
8000 alabama highway 69,190,12,24
8000 alabama highway 69,191,12,24
8000 alabama highway 69,192,12,24
8000 alabama highway 69,193,12,24
50 medical park east drive,194,14,25
50 medical park east drive,195,14,25
50 medical park east drive,196,14,25
50 medical park east drive,197,14,25
50 medical park east drive,198,14,25
50 medical park east drive,199,14,25
50 medical park east drive,200,14,25
50 medical park east drive,201,14,25
50 medical park east drive,202,14,25
50 medical park east drive,203,14,25
50 medical park east drive,204,14,25
50 medical park east drive,205,14,25
50 medical park east drive,206,14,25
50 medical park east drive,207,14,25
50 medical park east drive,208,14,25
50 medical park east drive,209,14,25
50 medical park east drive,210,14,25
50 medical park east drive,211,14,25
50 medical park east drive,212,14,25
50 medical park east drive,213,14,25
50 medical park east drive,214,14,25
50 medical park east drive,215,14,25
50 medical park east drive,216,14,25
50 medical park east drive,217,14,25
50 medical park east drive,218,14,25
200 med center drive,219,15,25
200 med center drive,220,15,25
200 med center drive,221,15,25
200 med center drive,222,15,25
200 med center drive,223,15,25
200 med center drive,224,15,25
200 med center drive,225,15,25
200 med center drive,226,15,25
200 med center drive,227,15,25
200 med center drive,228,15,25
200 med center drive,229,15,25
200 med center drive,230,15,25
200 med center drive,231,15,25
200 med center drive,232,15,25
200 med center drive,233,15,25
200 med center drive,234,15,25
200 med center drive,235,15,25
200 med center drive,236,15,25
200 med center drive,237,15,25
200 med center drive,238,15,25
200 med center drive,239,15,25
200 med center drive,240,15,25
200 med center drive,241,15,25
200 med center drive,242,15,25
200 med center drive,243,15,25
33700 highway 43,244,16,23
33700 highway 43,245,16,23
33700 highway 43,246,16,23
33700 highway 43,247,16,23
33700 highway 43,248,16,23
33700 highway 43,249,16,23
33700 highway 43,250,16,23
33700 highway 43,251,16,23
33700 highway 43,252,16,23
33700 highway 43,253,16,23
33700 highway 43,254,16,23
33700 highway 43,255,16,23
33700 highway 43,256,16,23
33700 highway 43,257,16,23
33700 highway 43,258,16,23
33700 highway 43,259,16,23
33700 hxghway 43,260,17,1
33700 highway 43,261,16,23
33700 highway 43,262,16,23
33700 highway 43,263,16,23
33700 highway x3,264,18,1
33700 highway 43,265,16,23
33700 highway 43,266,16,23
33700 highway 43,267,16,23
33700 highway 43,268,16,23
1000 first street north,269,19,24
1000 first street north,270,19,24
1000 first street north,271,19,24
