index,provider_number,name,address_1,address_2,address_3,city,state,zip,county,phone,type,owner,emergency_service,condition,measure_code,measure_name,score,state_average,Cluster
0.0,12,2,19,0,0,7,1,6,29,1,0,8,3,10,38,28,61,20,2
0.001001001001001001,12,2,19,0,0,7,1,6,29,1,0,8,3,10,39,26,61,21,2
0.002002002002002002,12,2,19,0,0,7,1,6,29,1,0,8,3,10,40,27,61,22,2
0.003003003003003003,12,2,19,0,0,7,1,6,29,1,0,8,3,10,41,30,61,23,2
0.004004004004004004,12,2,19,0,0,7,1,6,29,1,0,8,3,10,42,0,61,24,2
0.005005005005005005,12,2,19,0,0,7,1,6,29,1,0,8,3,10,43,25,61,25,2
0.006006006006006006,12,2,19,0,0,7,1,6,29,1,0,8,3,10,44,29,61,26,2
0.007007007007007007,12,2,19,0,0,7,1,6,29,1,0,8,3,10,45,17,61,27,2
0.008008008008008008,13,22,12,0,0,42,1,16,29,19,0,1,3,1,0,7,57,0,4
0.009009009009009009,13,22,12,0,0,42,1,16,29,19,0,1,3,1,1,8,50,1,4
0.01001001001001001,13,22,12,0,0,42,1,16,29,19,0,1,3,1,2,6,31,2,4
0.011011011011011011,13,22,12,0,0,42,1,16,29,19,0,1,3,1,3,12,1,3,4
0.012012012012012012,13,22,12,0,0,42,1,16,29,19,0,1,3,1,4,9,43,4,4
0.013013013013013013,53,22,12,0,0,42,1,16,29,19,0,1,3,1,5,10,61,5,4
0.014014014014014014,13,22,12,0,0,42,1,16,29,19,0,1,3,1,6,11,61,6,4
0.015015015015015015,13,22,12,0,0,42,1,16,29,19,0,1,3,2,17,15,36,10,4
0.016016016016016016,13,22,12,0,0,42,1,16,29,19,0,1,3,2,18,14,59,11,4
0.017017017017017015,13,22,12,0,0,42,1,16,29,19,0,1,3,2,19,13,50,12,4
0.01801801801801802,13,22,12,0,0,42,1,16,29,19,0,1,3,2,20,16,1,13,4
0.01901901901901902,0,36,5,0,0,16,1,36,28,49,0,1,3,1,0,7,58,0,4
0.02002002002002002,0,36,5,0,0,16,1,36,28,49,0,1,3,1,1,8,59,1,4
0.02102102102102102,0,36,5,0,0,16,1,36,28,49,0,1,3,1,2,6,56,2,4
0.022022022022022025,0,36,5,0,0,16,1,36,28,49,0,1,3,3,3,12,1,3,4
0.023023023023023025,0,36,5,0,0,16,1,36,28,49,0,1,3,1,4,9,59,4,4
0.024024024024024024,0,36,5,0,0,16,1,36,28,49,0,1,5,1,5,10,61,5,4
0.025025025025025023,0,36,5,0,0,16,1,36,28,49,0,1,3,1,6,11,29,6,4
0.02602602602602603,0,36,5,0,0,16,1,36,28,49,0,1,3,2,17,15,34,10,4
0.02702702702702703,0,36,5,0,0,16,1,36,28,49,0,1,3,2,18,14,59,11,4
0.028028028028028028,0,36,5,0,0,16,1,36,28,49,0,1,3,2,19,13,49,12,4
0.029029029029029027,0,36,5,0,0,16,1,36,28,49,0,1,3,2,20,16,1,13,4
0.030030030030030033,0,36,5,0,0,16,1,36,28,49,0,1,3,8,26,19,51,14,2
0.031031031031031032,0,36,5,0,0,16,1,36,28,49,0,1,3,8,27,23,46,15,2
0.03203203203203203,0,36,5,0,0,16,1,36,28,49,0,1,3,8,28,21,59,16,2
0.03303303303303303,0,36,5,0,0,16,1,36,28,49,0,1,3,8,29,20,50,17,2
0.03403403403403404,0,36,5,0,0,16,1,36,28,49,0,1,3,8,30,22,36,18,2
0.035035035035035036,0,36,5,0,0,16,1,36,28,49,0,1,3,8,31,18,41,19,2
0.036036036036036036,0,36,5,0,0,16,1,36,28,62,0,1,3,10,38,28,29,20,2
0.03703703703703704,0,36,5,0,0,16,1,36,28,49,0,1,3,10,39,26,53,21,2
0.03803803803803804,0,36,5,0,0,16,1,36,28,49,0,1,3,10,40,27,58,22,2
0.03903903903903904,0,36,5,0,0,16,1,36,28,49,0,1,3,10,41,30,45,23,2
0.04004004004004004,0,36,5,0,0,16,1,36,28,49,0,1,3,10,42,0,56,24,2
0.04104104104104104,0,36,5,0,0,16,1,36,28,49,0,1,3,10,43,25,48,25,2
0.042042042042042045,0,36,5,0,0,16,3,36,28,49,0,1,3,10,44,29,43,26,2
0.043043043043043044,0,36,5,0,0,16,1,36,28,49,0,1,4,10,45,17,40,27,2
0.044044044044044044,1,27,30,0,0,8,1,66,37,24,0,1,3,1,0,7,36,0,4
0.04504504504504505,65,27,30,0,0,8,1,21,37,24,0,1,3,1,1,8,19,1,4
0.04604604604604605,1,27,30,0,0,8,3,21,37,24,0,1,3,1,2,6,1,2,4
0.04704704704704705,1,27,30,0,0,8,1,21,37,24,0,1,3,1,3,12,61,3,4
0.04804804804804805,1,27,30,0,0,8,1,21,37,24,0,1,3,1,4,9,1,4,4
0.04904904904904905,1,27,30,0,0,8,1,21,37,24,0,1,3,1,5,10,61,5,4
0.05005005005005005,1,27,30,0,0,8,3,21,37,24,0,1,3,1,6,11,61,6,4
0.05105105105105105,1,27,30,0,0,8,1,21,37,24,0,1,5,2,17,15,34,10,4
0.05205205205205205,1,27,30,0,0,8,1,21,37,24,0,1,3,2,18,14,59,11,4
0.05305305305305306,1,27,30,0,0,8,1,21,37,24,0,1,3,2,19,13,48,12,4
0.05405405405405406,1,27,30,0,0,8,1,21,37,24,0,1,3,2,20,16,53,13,4
0.055055055055055056,1,27,30,0,0,8,1,21,37,24,0,1,3,8,26,19,57,14,2
0.056056056056056056,1,27,30,0,0,9,1,21,37,24,0,1,3,8,27,23,57,15,2
0.057057057057057055,1,27,31,0,0,8,1,21,37,31,0,1,3,8,28,21,57,16,2
0.05805805805805806,1,27,30,0,0,8,1,21,37,24,0,1,3,8,29,20,56,17,2
0.05905905905905906,1,27,30,0,0,8,1,21,37,24,0,1,3,8,30,22,50,18,2
0.06006006006006006,1,27,30,0,0,8,1,21,37,31,0,1,3,8,31,18,38,19,2
