CountyName,PhoneNumber,original_index,unique_index,count
jefferson,2053258100,0,0,25
jefferson,2053258100,1,0,25
jefferson,2053258100,2,0,25
jefferson,2053258100,3,0,25
jefferson,2053258100,4,0,25
jefferson,2053258100,5,0,25
jefferson,2053258100,6,0,25
jefferson,2053258100,7,0,25
jefferson,2563864556,8,1,22
jefferson,2563864556,9,1,22
jefferson,2563864556,10,1,22
jefferson,2563864556,11,1,22
jefferson,2563864556,12,1,22
jefferson,2563864556,13,1,22
jefferson,2563864556,14,1,22
jefferson,2563864556,15,1,22
jefferson,2563864556,16,1,22
jefferson,2563864556,17,1,22
jefferson,2563864556,18,1,22
houston,3347938701,19,2,23
houston,3347938701,20,2,23
houston,3347938701,21,2,23
houston,3347938701,22,2,23
houston,3347938701,23,2,23
houston,334793870x,24,3,1
houston,3347938701,25,2,23
houston,3347938701,26,2,23
houston,3347938701,27,2,23
houston,3347938701,28,2,23
houston,3347938701,29,2,23
houston,3347938701,30,2,23
houston,3347938701,31,2,23
houston,3347938701,32,2,23
houston,3347938701,33,2,23
houston,3347938701,34,2,23
houston,3347938701,35,2,23
houston,xx479x8701,36,4,1
houston,3347938701,37,2,23
houston,3347938701,38,2,23
houston,3347938701,39,2,23
houston,3347938701,40,2,23
houston,3347938701,41,2,23
houston,3347938701,42,2,23
houston,3347938701,43,2,23
marshall,2565938310,44,5,21
marshall,2565938310,45,5,21
marshall,2565938310,46,5,21
marshall,2565938310,47,5,21
marshall,2565938310,48,5,21
marshall,2565938310,49,5,21
marshall,2565938310,50,5,21
marshall,2565938310,51,5,21
marshall,2565938310,52,5,21
marshall,2565938310,53,5,21
marshall,2565938310,54,5,21
marshall,2565938310,55,5,21
marshall,2565938310,56,5,21
marshall,2x6x938310,57,6,2
marshall,2565938310,58,5,21
marshall,2565938310,59,5,21
marshall,2x6x938310,60,6,2
marshall,2565938310,61,5,21
marshall,2565938310,62,5,21
marshall,2565938310,63,5,21
marshall,2565938310,64,5,21
marshall,2565x38310,65,7,1
marshall,2565938310,66,5,21
mxrshxll,2565938310,67,8,1
marshall,2565938310,68,5,21
lauderdale,2567688400,69,9,23
lauderdale,2567688400,70,9,23
lauderdale,2567688400,71,9,23
laudxrdalx,2567688400,72,10,1
lauderdale,2567688400,73,9,23
lauderdale,2567688400,74,9,23
lauderdale,2567688400,75,9,23
lauderdale,2567688400,76,9,23
laudexdale,2567688400,77,11,1
lauderdale,2567688400,78,9,23
lauderdale,2567688400,79,9,23
lauderdale,2567688400,80,9,23
lauderdale,2567688400,81,9,23
lauderdale,2567688400,82,9,23
lauderdale,2567688400,83,9,23
lauderdale,2567688400,84,9,23
lauderdale,2567688400,85,9,23
lauderdale,2567688400,86,9,23
lauderdale,2567688400,87,9,23
lauderdale,2567688400,88,9,23
lauderdale,2567688400,89,9,23
lauderdale,2567688400,90,9,23
lauderdale,2567688400,91,9,23
lauderdale,2567688400,92,9,23
lauderdale,2567688400,93,9,23
covington,3344933541,94,12,24
covington,3344933541,95,12,24
covington,3344933541,96,12,24
covington,3344933541,97,12,24
covington,3344933541,98,12,24
covington,3344933541,99,12,24
covington,3344933541,100,12,24
covington,3344x33541,101,13,1
covington,3344933541,102,12,24
covington,3344933541,103,12,24
covington,3344933541,104,12,24
covington,3344933541,105,12,24
covington,3344933541,106,12,24
covington,3344933541,107,12,24
covington,3344933541,108,12,24
covington,3344933541,109,12,24
covington,3344933541,110,12,24
covington,3344933541,111,12,24
covington,3344933541,112,12,24
covington,3344933541,113,12,24
covington,3344933541,114,12,24
covington,3344933541,115,12,24
covington,3344933541,116,12,24
covington,3344933541,117,12,24
covington,3344933541,118,12,24
crenshaw,3343353374,119,14,24
crenshaw,3343353374,120,14,24
crenshaw,3343353374,121,14,24
crenshaw,3343353374,122,14,24
crenshaw,3343353374,123,14,24
crenshaw,3343353374,124,14,24
crenshaw,3343353374,125,14,24
crenshaw,3343353374,126,14,24
crenshaw,3343353374,127,14,24
crenshaw,3343353374,128,14,24
crenshaw,3343353374,129,14,24
crenshaw,3343353374,130,14,24
crenshaw,3343353374,131,14,24
crenshaw,3343353374,132,14,24
crenshaw,3343353374,133,14,24
crenshaw,3343353374,134,14,24
crenshaw,3343353374,135,14,24
crxnshaw,3343353374,136,15,1
crenshaw,3343353374,137,14,24
crenshaw,3343353374,138,14,24
crenshaw,3343353374,139,14,24
crenshaw,3343353374,140,14,24
crenshaw,3343353374,141,14,24
crenshaw,3343353374,142,14,24
crenshaw,3343353374,143,14,24
morgan,2567736511,144,16,25
morgan,2567736511,145,16,25
morgan,2567736511,146,16,25
morgan,2567736511,147,16,25
morgan,2567736511,148,16,25
morgan,2567736511,149,16,25
morgan,2567736511,150,16,25
morgan,2567736511,151,16,25
morgan,2567736511,152,16,25
morgan,2567736511,153,16,25
morgan,2567736511,154,16,25
morgan,2567736511,155,16,25
morgan,2567736511,156,16,25
morgan,2567736511,157,16,25
morgan,2567736511,158,16,25
morgan,2567736511,159,16,25
morgan,2567736511,160,16,25
morgan,2567736511,161,16,25
morgan,2567736511,162,16,25
morgan,2567736511,163,16,25
morgan,2567736511,164,16,25
morgan,2567736511,165,16,25
morgan,2567736511,166,16,25
morgan,2567736511,167,16,25
morgan,2567736511,168,16,25
marshall,2565718000,169,17,25
marshall,2565718000,170,17,25
marshall,2565718000,171,17,25
marshall,2565718000,172,17,25
marshall,2565718000,173,17,25
marshall,2565718000,174,17,25
marshall,2565718000,175,17,25
marshall,2565718000,176,17,25
marshall,2565718000,177,17,25
marshall,2565718000,178,17,25
marshall,2565718000,179,17,25
marshall,2565718000,180,17,25
marshall,2565718000,181,17,25
marshall,2565718000,182,17,25
marshall,2565718000,183,17,25
marshall,2565718000,184,17,25
marshall,2565718000,185,17,25
marshall,2565718000,186,17,25
marshall,2565718000,187,17,25
marshall,2565718000,188,17,25
marshall,2565718000,189,17,25
marshall,2565718000,190,17,25
marshall,2565718000,191,17,25
marshall,2565718000,192,17,25
marshall,2565718000,193,17,25
jefferson,2058383122,194,18,23
jefferson,2058383122,195,18,23
jefferson,2058383122,196,18,23
jefferson,2058383122,197,18,23
jefferson,2058383122,198,18,23
jefferson,2058383122,199,18,23
jefferson,2058383122,200,18,23
jefferson,2058383122,201,18,23
jefferson,2058383122,202,18,23
jefferson,2058383122,203,18,23
jefferson,2058383122,204,18,23
jefferson,2058383122,205,18,23
jefferson,2058383122,206,18,23
jefferson,2058383122,207,18,23
jefferson,2058383122,208,18,23
jefferson,2058383122,209,18,23
jefferson,2058383122,210,18,23
jefferson,2058383122,211,18,23
jefferson,2058383122,212,18,23
jefferson,2058383122,213,18,23
jefferson,2058383122,214,18,23
jefferson,2058383122,215,18,23
jeffersxn,2058383122,216,19,1
jefferson,2058x8x122,217,20,1
jefferson,2058383122,218,18,23
de kalb,2568453150,219,21,20
de kalb,2568453150,220,21,20
dx kalb,2568453150,221,22,2
de kalb,2568453150,222,21,20
xe kalb,2568453150,223,23,2
de kalb,2568453150,224,21,20
de kalb,2568453150,225,21,20
de kalb,2568453150,226,21,20
dx kalb,2568453150,227,22,2
de kalb,2568453x50,228,24,1
de kalb,2568453150,229,21,20
de kalb,2568453150,230,21,20
de kalb,2568453150,231,21,20
de kalb,2568453150,232,21,20
de kalb,2568453150,233,21,20
de kalb,2568453150,234,21,20
de kalb,2568453150,235,21,20
de kalb,2568453150,236,21,20
de kalb,2568453150,237,21,20
xe kalb,2568453150,238,23,2
de kalb,2568453150,239,21,20
de kalb,2568453150,240,21,20
de kalb,2568453150,241,21,20
de kalb,2568453150,242,21,20
de kalb,2568453150,243,21,20
clarke,3346366221,244,25,22
clarke,3346366221,245,25,22
clarke,3346366221,246,25,22
clarke,xx46x66221,247,26,1
clarke,3346366221,248,25,22
clarke,3346366221,249,25,22
clarke,3346366221,250,25,22
clarke,3346366221,251,25,22
xlarke,3346366221,252,27,1
clarke,3346366221,253,25,22
clarke,3346366221,254,25,22
clarke,3346366221,255,25,22
clarke,3346366221,256,25,22
clarke,3346366221,257,25,22
clarke,3346366221,258,25,22
clarke,3346366221,259,25,22
clarke,3346366221,260,25,22
clarke,334x3xx221,261,28,1
clarke,3346366221,262,25,22
clarke,3346366221,263,25,22
clarke,3346366221,264,25,22
clarke,3346366221,265,25,22
clarke,3346366221,266,25,22
clarke,3346366221,267,25,22
clarke,3346366221,268,25,22
shelby,2056208100,269,29,25
shelby,2056208100,270,29,25
shelby,2056208100,271,29,25
shelby,2056208100,272,29,25
