CountyName,PhoneNumber,original_index,unique_index
jefferson,2053258100,0,0
jefferson,2053258100,1,0
jefferson,2053258100,2,0
jefferson,2053258100,3,0
jefferson,2053258100,4,0
jefferson,2053258100,5,0
jefferson,2053258100,6,0
jefferson,2053258100,7,0
jefferson,2563864556,8,1
jefferson,2563864556,9,1
jefferson,2563864556,10,1
jefferson,2563864556,11,1
jefferson,2563864556,12,1
jefferson,2563864556,13,1
jefferson,2563864556,14,1
jefferson,2563864556,15,1
jefferson,2563864556,16,1
jefferson,2563864556,17,1
jefferson,2563864556,18,1
houston,3347938701,19,2
houston,3347938701,20,2
houston,3347938701,21,2
houston,3347938701,22,2
houston,3347938701,23,2
houston,334793870x,24,3
houston,3347938701,25,2
houston,3347938701,26,2
houston,3347938701,27,2
houston,3347938701,28,2
houston,3347938701,29,2
houston,3347938701,30,2
houston,3347938701,31,2
houston,3347938701,32,2
houston,3347938701,33,2
houston,3347938701,34,2
houston,3347938701,35,2
houston,xx479x8701,36,4
houston,3347938701,37,2
houston,3347938701,38,2
houston,3347938701,39,2
houston,3347938701,40,2
houston,3347938701,41,2
houston,3347938701,42,2
houston,3347938701,43,2
marshall,2565938310,44,5
marshall,2565938310,45,5
marshall,2565938310,46,5
marshall,2565938310,47,5
marshall,2565938310,48,5
marshall,2565938310,49,5
marshall,2565938310,50,5
marshall,2565938310,51,5
marshall,2565938310,52,5
marshall,2565938310,53,5
marshall,2565938310,54,5
marshall,2565938310,55,5
marshall,2565938310,56,5
marshall,2x6x938310,57,6
marshall,2565938310,58,5
marshall,2565938310,59,5
marshall,2x6x938310,60,6
marshall,2565938310,61,5
marshall,2565938310,62,5
marshall,2565938310,63,5
marshall,2565938310,64,5
marshall,2565x38310,65,7
marshall,2565938310,66,5
mxrshxll,2565938310,67,8
marshall,2565938310,68,5
lauderdale,2567688400,69,9
lauderdale,2567688400,70,9
lauderdale,2567688400,71,9
laudxrdalx,2567688400,72,10
lauderdale,2567688400,73,9
lauderdale,2567688400,74,9
lauderdale,2567688400,75,9
lauderdale,2567688400,76,9
laudexdale,2567688400,77,11
lauderdale,2567688400,78,9
lauderdale,2567688400,79,9
lauderdale,2567688400,80,9
lauderdale,2567688400,81,9
lauderdale,2567688400,82,9
lauderdale,2567688400,83,9
lauderdale,2567688400,84,9
lauderdale,2567688400,85,9
lauderdale,2567688400,86,9
lauderdale,2567688400,87,9
lauderdale,2567688400,88,9
lauderdale,2567688400,89,9
lauderdale,2567688400,90,9
lauderdale,2567688400,91,9
lauderdale,2567688400,92,9
lauderdale,2567688400,93,9
covington,3344933541,94,12
covington,3344933541,95,12
covington,3344933541,96,12
covington,3344933541,97,12
covington,3344933541,98,12
covington,3344933541,99,12
covington,3344933541,100,12
covington,3344x33541,101,13
covington,3344933541,102,12
covington,3344933541,103,12
covington,3344933541,104,12
covington,3344933541,105,12
covington,3344933541,106,12
covington,3344933541,107,12
covington,3344933541,108,12
covington,3344933541,109,12
covington,3344933541,110,12
covington,3344933541,111,12
covington,3344933541,112,12
covington,3344933541,113,12
covington,3344933541,114,12
covington,3344933541,115,12
covington,3344933541,116,12
covington,3344933541,117,12
covington,3344933541,118,12
crenshaw,3343353374,119,14
crenshaw,3343353374,120,14
crenshaw,3343353374,121,14
crenshaw,3343353374,122,14
crenshaw,3343353374,123,14
crenshaw,3343353374,124,14
crenshaw,3343353374,125,14
crenshaw,3343353374,126,14
crenshaw,3343353374,127,14
crenshaw,3343353374,128,14
crenshaw,3343353374,129,14
crenshaw,3343353374,130,14
crenshaw,3343353374,131,14
crenshaw,3343353374,132,14
crenshaw,3343353374,133,14
crenshaw,3343353374,134,14
crenshaw,3343353374,135,14
crxnshaw,3343353374,136,15
crenshaw,3343353374,137,14
crenshaw,3343353374,138,14
crenshaw,3343353374,139,14
crenshaw,3343353374,140,14
crenshaw,3343353374,141,14
crenshaw,3343353374,142,14
crenshaw,3343353374,143,14
morgan,2567736511,144,16
morgan,2567736511,145,16
morgan,2567736511,146,16
morgan,2567736511,147,16
morgan,2567736511,148,16
morgan,2567736511,149,16
morgan,2567736511,150,16
morgan,2567736511,151,16
morgan,2567736511,152,16
morgan,2567736511,153,16
morgan,2567736511,154,16
morgan,2567736511,155,16
morgan,2567736511,156,16
morgan,2567736511,157,16
morgan,2567736511,158,16
morgan,2567736511,159,16
morgan,2567736511,160,16
morgan,2567736511,161,16
morgan,2567736511,162,16
morgan,2567736511,163,16
morgan,2567736511,164,16
morgan,2567736511,165,16
morgan,2567736511,166,16
morgan,2567736511,167,16
morgan,2567736511,168,16
marshall,2565718000,169,17
marshall,2565718000,170,17
marshall,2565718000,171,17
marshall,2565718000,172,17
marshall,2565718000,173,17
marshall,2565718000,174,17
marshall,2565718000,175,17
marshall,2565718000,176,17
marshall,2565718000,177,17
marshall,2565718000,178,17
marshall,2565718000,179,17
marshall,2565718000,180,17
marshall,2565718000,181,17
marshall,2565718000,182,17
marshall,2565718000,183,17
marshall,2565718000,184,17
marshall,2565718000,185,17
marshall,2565718000,186,17
marshall,2565718000,187,17
marshall,2565718000,188,17
marshall,2565718000,189,17
marshall,2565718000,190,17
marshall,2565718000,191,17
