id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
0.0,0,0.0,0,0.0,0,64.0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,54.0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0.0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,164.0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0.0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,12.0,0,0,0
0.0,0,0.0,0,0.0,0,0,0.0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,35.0,11.0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,28.0,0,0,0,0
0.0,0,0.0,0,0.0,0,0.0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0.0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,4/1/02,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
0.0,0,0.0,0,0.0,0,0,0,0,0,0
