tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,9:14 a.m.
0.0,0.0,0.0,0,8:48 a.m.,0,11:30 a.m.
0.0,0.0,0.0,0,0,0,9:29 a.m.
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,7:04 a.m.
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,1:11 p.m.
0.0,0.0,0.0,0,8:26 a.m.,0,0
0.0,0.0,0.0,0,0,0,9:29 a.m.
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,10:54 a.m.,0,1:36 p.m.
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0,0,0,0
