,Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
0,0,0,0,0,0,"Joseph Stefano,Robert Bloch","Anthony Perkins,Janet Leigh,Vera Miles",0,0,0,0,0,0,"976 user,290 critic",0,"Title and Trust Building, 114 West Adams Street, downtown Phoenix, Arizona, USA",0
1,0,0,0,0,0,0,"Lori Cardille,Terry Alexander,Joseph Pilato",0,0,0,0,0,0,"414 user,177 critic",0,0,0
2,0,0,0,0,Alfred Hitchcock,"Charles Bennett,Joan Harrison",0,0,"English,Dutch,Latvian",0,0,0,0,"124 user,73 critic","Romance,Thriller,War",0,0
3,0,0,0,27 June 2008 (USA),Peter Askin,"Christopher Trumbo,Christopher Trumbo","Dalton Trumbo,Joan Allen,Brian Dennehy",0,0,0,0,0,0,"14 user,33 critic","Documentary,Biography",0,0
4,0,0,0,0,0,0,0,0,"English,French","USA,UK",0,0,0,"27 user,49 critic","Documentary,Comedy",0,0
5,0,0,0,0,Alfred Hitchcock,"Leon Uris,Samuel A. Taylor",0,0,"English,Spanish,French,Russian",0,0,0,0,"86 user,46 critic",0,0,"A French intelligence agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missle Crisis, and then back to France to break up an international Russian spy ring."
6,0,0,0,0,0,0,0,0,0,0,0,0,0,"107 user,64 critic","Comedy,Thriller",0,0
7,0,0,0,0,0,0,"George Kennedy,Lois Chiles,Domenick John",0,0,0,0,0,0,"117 user,92 critic",0,0,0
8,0,0,0,0,0,"Stephen King,Stephen King",0,0,0,"USA,Netherlands",0,0,0,"121 user,75 critic",0,0,0
9,0,Pyrates,0,0,0,0,0,0,0,USA,0,4.8,0,"4 user,1 critic","Comedy,Romance",0,0
10,0,0,0,0,0,"Tony Spiridakis,Joseph W. Savino",0,0,0,0,0,5.9,0,"16 user,6 critic","Comedy,Drama",0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,"8 user,29 critic",Documentary,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,"963 user,215 critic","Comedy,Drama",0,0
13,0,0,0,0,0,0,"Matt Damon,Édgar Ramírez,Joan Allen",0,0,"USA,Germany",0,0,0,"811 user,323 critic",0,0,0
14,0,0,0,0,0,0,0,0,0,"France,USA",0,0,0,"290 user,117 critic",0,0,0
15,0,0,0,0,0,0,0,0,0,"USA,Germany,France",0,0,0,"526 user,152 critic",0,0,0
16,0,0,0,0,0,0,0,0,0,"USA,Germany,Japan,UK",0,5.5,0,"318 user,155 critic",0,0,0
17,0,0,0,0,0,0,"Brendan Fraser,Rachel Weisz,John Hannah",0,0,USA,0,0,0,"964 user,187 critic",0,0,0
18,0,0,0,0,0,0,0,0,0,"UK,Germany,Hungary,USA",0,0,0,"800 user,225 critic",0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,"498 user,205 critic",0,0,0
20,0,0,0,0,"Pierre Coffin,Chris Renaud",0,0,0,0,0,0,0,0,"284 user,297 critic",0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,"254 user,371 critic",0,0,0
22,0,0,0,0,"John Lasseter,Ash Brannon",0,0,0,"English,Arabic,Spanish",0,0,0,0,"501 user,188 critic",0,0,0
23,0,0,0,0,0,0,0,0,0,"USA,Germany",0,0,0,"46 user,118 critic","Drama,Thriller",0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,"208 user,274 critic","Crime,Drama",USA,0
25,0,0,0,0,0,0,0,0,0,"UK,USA",0,0,0,"1,467 user,731 critic",0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,"572 user,179 critic",0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,"4 user,3 critic",0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,"2 user,3 critic",0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,"John Logan,John Logan",0,0,"English,Japanese","USA,New Zealand,Japan",0,0,0,"922 user,189 critic","Action,Drama,History",0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,"379 user,161 critic",0,0,0
32,0,0,0,0,0,0,0,0,0,"USA,New Zealand",0,0,0,"615 user,122 critic",0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,"106 user,27 critic",0,0,0
34,0,0,0,0,0,"Isobel Lennart,Isobel Lennart",0,0,0,0,0,0,0,"75 user,51 critic",0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,067 user,233 critic","Drama,Film-Noir,Romance",0,0
36,0,0,0,0,0,0,"Keir Dullea,Gary Lockwood,William Sylvester",0,0,"USA,UK",0,0,0,"1,679 user,274 critic",0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,898 user,228 critic",0,0,0
38,0,0,0,0,0,0,0,0,0,USA,0,0,0,"669 user,171 critic",0,0,0
39,0,0,0,0,Stanley Kubrick,0,0,0,0,"UK,USA",0,0,0,"1,484 user,272 critic",0,UK,0
40,0,0,0,0,0,"Vladimir Nabokov,Vladimir Nabokov",0,0,0,"UK,USA",0,0,0,"203 user,99 critic",0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,"19 user,33 critic",0,0,0
42,0,0,0,18 September 2015 (USA),"Jonathan Milott,Cary Murnion",0,0,0,0,0,0,5.8,0,"34 user,68 critic",0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,"100 user,154 critic",0,USA,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,"5 user,18 critic",0,0,0
45,0,0,0,2011 (USA),0,0,0,0,0,0,0,0,0,"5 user,4 critic",0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,6.6,0,3 user,0,0,0
47,0,0,0,0,"Luke Meyer,Andrew Neel",0,0,0,0,0,0,0,0,"13 user,17 critic",0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,"1 user,2 critic",0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,"5 user,10 critic",0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,11 critic,0,0,0
51,0,0,0,0,0,0,0,0,0,"Chile,USA",0,0,0,"47 user,149 critic",0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,"191 user,97 critic",0,0,0
53,0,0,0,0,0,0,"Angelina Jolie,Ethan Hawke,Kiefer Sutherland",0,0,"USA,Australia",0,0,0,"310 user,141 critic",0,0,0
54,0,0,0,0,0,0,0,0,0,"USA,Germany",0,0,0,"380 user,133 critic",0,0,0
55,0,0,0,0,0,0,"Jim Sturgess,Hugo Weaving,David Wenham",0,0,"USA,Australia",0,0,0,"158 user,188 critic",0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,"238 user,324 critic",0,"England, UK",0
57,0,0,0,0,0,0,0,0,0,0,0,5.1,0,"18 user,27 critic",0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,"397 user,278 critic",0,0,0
59,0,0,0,0,"Matt Duffer,Ross Duffer",0,0,0,0,0,0,0,0,"21 user,6 critic","Horror,Thriller",0,0
60,0,0,0,0,0,0,0,0,0,"USA,Switzerland",0,0,0,"74 user,180 critic",0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,"140 user,103 critic",0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,"315 user,209 critic",Horror,"4267 Roxbury Street, Forest Hills, Simi Valley, California, USA",0
63,0,0,0,0,0,"Mitch Glazer,Michael O'Donoghue",0,0,0,0,0,0,0,"150 user,85 critic",0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,3.3,0,"646 user,209 critic",0,0,0
65,0,0,0,0,0,Greydon Clark,0,0,0,"USA,Italy",0,0,0,"49 user,7 critic",0,Malta,0
66,0,0,0,0,0,"Antonio Macia,Antonio Macia",0,0,0,0,0,0,0,"21 user,1 critic",0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,"23 user,19 critic",0,0,0
